tag,3yrs_treynor_ratio_fund,3_years_alpha_fund,3years_category_std,3yrs_sharpe_ratio_fund,3yrs_treynor_ratio_category,3_years_return_mean_annual_fund,fund_beta_3years,3years_fund_r_squared,3years_fund_std,category_beta_3years,fund_return_3years,3_years_alpha_category,3_years_return_mean_annual_category,3yrs_sharpe_ratio_category,3years_category_r_squared,3_years_return_category
37358,,,0.11,,0.09,,,,,0.01,0.0,-0.02,0.01,0.01,0.84,10.01
31787,4.08,-1.77,0.05,0.6,0.05,0.35,0.7,79.73,4.81,0.01,4.15,-0.01,0.0,0.01,0.88,5.53
49796,-6.69,-0.42,0.03,-0.09,0.25,0.08,0.07,0.25,3.91,0.0,0.84,0.02,0.0,0.01,0.14,3.71
141587,,,0.01,,0.03,,,,,0.0,0.0,0.0,0.0,0.0,0.6,1.87
65294,6.67,0.0,0.11,0.62,0.05,0.74,1.07,86.61,12.15,0.01,8.44,-0.02,0.01,0.0,0.85,5.92
242207,0.7,-0.04,0.03,0.25,0.01,0.17,1.02,99.13,3.06,0.01,2.01,0.0,0.0,0.0,0.88,2.37
69245,4.54,-7.29,0.08,0.42,0.08,0.57,1.07,76.24,13.11,0.01,6.14,-0.03,0.0,0.0,0.55,4.36
44036,5.89,-0.51,0.13,0.47,0.08,0.54,0.8,59.44,11.01,0.01,6.02,0.01,0.01,0.01,0.67,9.11
183095,7.95,1.39,0.08,1.12,0.08,0.89,1.2,77.07,8.36,0.01,10.82,0.01,0.01,0.01,0.72,10.21
104957,8.07,-3.42,0.11,0.71,0.09,0.76,0.93,83.45,10.94,0.01,8.81,-0.02,0.01,0.01,0.84,10.01
149525,2.6,1.06,0.03,0.68,0.01,0.31,0.92,80.37,3.54,0.01,3.69,-0.0,0.0,0.0,0.95,2.09
157868,5.59,-1.04,0.11,0.54,0.05,0.57,0.94,91.4,10.38,0.01,6.55,-0.02,0.01,0.0,0.85,5.92
64079,18.33,4.17,0.04,1.01,0.3,0.47,0.24,2.69,4.26,0.0,5.69,0.05,0.01,0.01,0.04,6.97
128618,15.73,2.82,0.13,1.35,0.13,1.24,0.89,91.38,10.02,0.01,15.3,0.01,0.01,0.01,0.84,15.35
119627,5.23,-0.88,0.04,0.82,0.06,0.37,0.61,92.26,3.87,0.01,4.48,-0.0,0.0,0.01,0.88,4.79
52658,4.5,-1.07,0.04,0.69,0.06,0.29,0.5,87.68,3.23,0.0,3.53,-0.0,0.0,0.01,0.74,4.01
132578,5.72,-1.44,0.09,0.92,0.06,0.85,1.56,96.06,9.71,0.01,10.19,-0.01,0.01,0.01,0.96,10.1
88181,3.38,0.57,0.01,0.98,0.03,0.17,0.22,74.85,0.77,0.0,2.04,0.0,0.0,0.0,0.6,1.87
192896,-0.95,-1.22,0.03,-0.29,-0.0,0.05,0.73,87.79,2.33,0.01,0.6,-0.01,0.0,-0.0,0.89,0.98
123884,1.89,1.05,0.03,0.61,0.01,0.25,0.92,89.33,2.88,0.01,3.04,0.0,0.0,0.0,0.88,2.37
107558,11.8,-0.31,0.14,1.02,0.11,1.38,1.29,86.19,14.93,0.01,16.52,-0.01,0.01,0.01,0.81,14.18
169622,9.55,-2.39,0.11,0.87,0.11,0.92,1.01,93.62,11.23,0.01,10.97,-0.01,0.01,0.01,0.92,11.84
101312,0.05,-5.61,0.05,0.04,0.05,0.13,0.87,81.66,5.9,0.01,1.33,-0.01,0.0,0.01,0.88,5.53
27854,4.75,-1.79,0.07,0.74,0.06,0.49,0.96,90.21,6.15,0.01,5.83,-0.01,0.01,0.01,0.89,7.44
61901,10.65,-1.36,0.11,0.92,0.09,1.04,1.05,84.65,12.18,0.01,12.44,-0.02,0.01,0.01,0.84,10.01
244898,5.85,-5.31,0.14,0.47,0.11,0.64,0.97,59.86,13.49,0.01,6.97,-0.01,0.01,0.01,0.81,14.18
71630,0.72,-7.77,0.16,0.12,0.06,0.26,1.02,46.3,15.08,0.01,2.03,-0.02,0.01,0.0,0.5,8.01
191870,12.98,1.22,0.16,1.02,0.12,1.51,1.3,71.48,16.5,0.01,18.14,-0.0,0.01,0.01,0.7,15.88
138347,1.51,-4.84,0.13,0.18,0.1,0.32,1.04,61.55,14.09,0.01,2.87,0.02,0.01,0.01,0.63,9.95
190304,7.23,-5.06,0.11,0.66,0.11,0.84,1.16,86.8,13.3,0.01,9.66,-0.01,0.01,0.01,0.92,11.84
114515,1.32,-5.7,0.08,0.21,0.04,0.26,1.13,65.05,8.6,0.01,2.79,-0.03,0.0,0.01,0.69,5.78
96740,7.03,-2.74,0.08,0.59,0.08,0.45,0.57,77.85,6.93,0.01,5.3,-0.03,0.0,0.0,0.55,4.36
83231,,,0.13,,0.13,,,,,0.01,0.0,0.01,0.01,0.01,0.84,15.35
221462,8.22,-3.69,0.13,0.74,0.08,0.85,1.05,88.03,11.98,0.01,9.91,-0.04,0.01,0.01,0.81,9.67
185372,9.62,-2.39,0.13,0.8,0.13,1.06,1.15,74.37,14.29,0.01,12.32,0.01,0.01,0.01,0.84,15.35
248354,9.78,2.84,0.03,1.04,0.25,0.36,0.32,10.04,2.89,0.0,4.42,0.02,0.0,0.01,0.14,3.71
26243,2.36,-5.62,0.09,0.36,0.05,0.42,1.41,70.87,10.22,0.01,4.61,-0.02,0.01,0.01,0.87,8.38
246275,2.27,0.66,0.01,0.69,0.03,0.19,0.44,80.2,1.47,0.0,2.29,0.0,0.0,0.0,0.6,1.87
206783,-0.8,-1.58,0.05,-0.14,0.01,-0.02,1.17,31.79,5.62,0.01,-0.45,0.0,0.0,0.0,0.42,2.17
114425,7.1,0.36,0.11,0.66,0.06,0.74,1.02,90.49,11.29,0.01,8.51,-0.01,0.01,0.01,0.9,6.62
185138,1.44,1.47,0.1,0.22,0.01,0.32,1.33,12.32,11.14,0.01,3.21,0.01,0.0,0.0,0.12,2.72
112823,0.88,-6.48,0.13,0.14,0.06,0.28,1.21,79.9,14.29,0.01,2.35,-0.01,0.01,0.01,0.75,7.52
161936,-2.36,-0.67,0.01,-0.64,0.03,0.07,0.22,66.22,0.82,0.0,0.78,0.0,0.0,0.0,0.6,1.87
189251,2.16,-4.6,0.11,0.25,0.06,0.35,1.07,91.66,11.78,0.01,3.59,-0.01,0.01,0.01,0.9,6.62
110483,5.72,-7.01,0.16,0.5,0.08,0.81,1.28,67.15,16.8,0.01,8.63,-0.05,0.01,0.01,0.68,10.17
223550,4.45,-3.67,0.07,0.67,0.06,0.51,1.08,94.61,7.31,0.01,6.02,-0.01,0.01,0.01,0.89,7.44
126620,6.64,-0.1,0.07,1.03,0.06,0.74,1.16,92.22,7.41,0.01,9.0,-0.01,0.01,0.01,0.89,7.44
30896,1.62,-5.02,0.11,0.2,0.05,0.3,1.03,93.6,11.29,0.01,2.97,-0.02,0.01,0.0,0.85,5.92
140444,9.07,3.68,0.04,0.83,0.3,0.44,0.44,7.24,4.79,0.0,5.32,0.05,0.01,0.01,0.04,6.97
170477,12.22,0.06,0.13,1.07,0.13,1.25,1.14,91.33,12.76,0.01,15.18,0.01,0.01,0.01,0.84,15.35
239057,4.38,-4.93,0.11,0.43,0.06,0.56,1.1,77.84,12.54,0.01,6.13,-0.02,0.01,0.0,0.53,6.27
247661,8.38,1.64,0.05,1.23,0.03,0.84,1.07,85.06,7.13,0.01,10.28,-0.02,0.0,0.0,0.5,2.79
73736,9.46,-2.32,0.11,0.84,0.09,0.87,0.95,89.35,10.8,0.01,10.28,-0.02,0.01,0.01,0.84,10.01
164852,6.99,-5.12,0.16,0.58,0.06,0.85,1.17,67.31,15.25,0.01,9.44,-0.06,0.01,0.0,0.6,8.3
129275,15.43,3.03,0.13,1.25,0.13,1.39,1.03,81.04,12.3,0.01,17.19,0.01,0.01,0.01,0.84,15.35
163709,6.55,0.13,0.13,0.47,0.08,0.58,0.78,48.06,11.92,0.01,6.41,0.01,0.01,0.01,0.67,9.11
197477,21.25,5.01,0.11,0.88,0.26,0.85,0.42,17.02,10.18,0.0,10.15,0.05,0.01,0.01,0.13,9.39
148193,3.32,-2.83,0.13,0.3,0.08,0.43,0.94,62.7,12.53,0.01,4.42,0.01,0.01,0.01,0.67,9.11
252170,0.84,0.1,0.03,0.29,0.01,0.18,0.97,98.62,2.9,0.01,2.11,0.0,0.0,0.0,0.88,2.37
141893,-0.78,-4.62,0.07,-0.08,0.06,-0.02,0.82,82.17,5.81,0.01,-0.35,-0.01,0.01,0.01,0.89,7.44
76031,12.11,-0.05,0.13,1.06,0.13,1.04,0.93,91.09,10.49,0.01,12.55,0.01,0.01,0.01,0.84,15.35
110636,10.01,3.45,0.13,0.84,0.08,1.04,1.1,75.78,13.3,0.01,12.27,0.01,0.01,0.01,0.67,9.11
150281,3.74,-3.11,0.07,0.58,0.06,0.47,1.11,85.38,7.38,0.01,5.45,-0.01,0.01,0.01,0.89,7.44
40202,11.51,-0.6,0.14,1.0,0.11,1.16,1.1,87.55,12.63,0.01,13.94,-0.01,0.01,0.01,0.81,14.18
168488,6.97,-4.73,0.11,0.64,0.09,0.73,1.01,87.01,11.61,0.01,8.34,-0.02,0.01,0.01,0.84,10.01
171044,4.71,-1.12,0.05,0.71,0.05,0.33,0.58,84.89,3.82,0.01,4.0,-0.01,0.0,0.01,0.88,5.53
86093,8.94,1.01,0.04,1.31,0.07,0.46,0.48,84.17,3.17,0.01,5.6,-0.0,0.0,0.01,0.92,5.56
141083,1.47,0.07,0.04,0.43,0.01,0.25,1.15,95.23,4.06,0.01,2.98,-0.0,0.0,0.0,0.95,2.51
183572,,,0.04,,0.06,,,,,0.01,0.0,-0.0,0.0,0.01,0.88,4.79
149012,7.68,0.97,0.07,1.15,0.06,0.8,1.11,87.51,7.24,0.01,9.78,-0.01,0.01,0.01,0.89,7.44
160703,1.74,0.32,0.04,0.49,0.01,0.26,1.03,91.42,3.72,0.01,3.08,-0.0,0.0,0.0,0.92,2.59
118304,-10.33,2.41,0.03,0.87,-0.28,0.29,-0.22,6.25,2.52,-0.0,3.55,0.04,0.0,0.01,0.04,4.71
111230,7.12,0.43,0.11,0.66,0.05,0.77,1.06,86.67,12.0,0.01,8.84,-0.02,0.01,0.0,0.85,5.92
166922,,,0.09,,0.06,,,,,0.01,0.0,-0.01,0.01,0.01,0.95,9.54
118124,-4.08,-16.56,0.24,-0.09,-0.0,-0.11,1.49,30.15,27.26,0.01,-4.79,-0.12,0.0,0.0,0.35,-0.05
147590,5.59,-1.44,0.08,0.9,0.06,0.74,1.36,96.6,8.46,0.01,8.88,-0.01,0.01,0.01,0.97,9.13
103598,6.25,-0.39,0.05,0.95,0.05,0.55,0.86,88.1,5.59,0.01,6.66,-0.01,0.0,0.01,0.88,5.53
114416,6.93,0.2,0.11,0.65,0.06,0.72,1.02,90.6,11.33,0.01,8.36,-0.01,0.01,0.01,0.9,6.62
60812,2.06,-8.39,0.16,0.24,0.06,0.51,1.41,48.4,20.3,0.01,4.19,-0.02,0.01,0.0,0.5,8.01
190988,,,0.09,,0.06,,,,,0.01,0.0,-0.01,0.01,0.01,0.95,9.94
144584,12.23,0.03,0.11,1.1,0.11,1.01,0.9,95.62,9.85,0.01,12.26,-0.01,0.01,0.01,0.92,11.84
64952,5.08,-1.58,0.07,0.82,0.06,0.54,1.01,97.37,6.24,0.01,6.42,-0.01,0.01,0.01,0.89,7.44
189755,2.15,1.16,0.03,0.68,0.01,0.26,0.84,87.76,2.64,0.01,3.09,0.0,0.0,0.0,0.88,2.37
250325,3.11,-1.84,0.04,0.46,0.06,0.25,0.53,78.21,3.68,0.01,2.93,-0.0,0.0,0.01,0.88,4.79
74240,15.44,3.4,0.13,1.29,0.13,1.58,1.18,86.66,13.66,0.01,19.56,0.01,0.01,0.01,0.84,15.35
230723,8.9,1.74,0.13,0.68,0.08,0.72,0.8,61.1,10.77,0.01,8.39,0.01,0.01,0.01,0.67,9.11
248372,11.06,-0.96,0.13,0.97,0.08,1.02,0.99,89.59,11.22,0.01,12.22,-0.04,0.01,0.01,0.81,9.67
183896,,,0.06,,0.06,,,,,0.01,0.0,-0.01,0.01,0.01,0.97,7.51
222146,9.89,-1.96,0.13,0.83,0.07,0.95,1.01,78.7,12.2,0.01,11.27,-0.05,0.01,0.01,0.78,8.55
218753,0.66,-0.21,0.03,0.2,0.01,0.13,0.8,97.3,2.67,0.01,,-0.0,0.0,0.0,0.95,
131264,6.42,-0.24,0.12,0.56,0.05,0.57,0.82,78.4,9.74,0.01,6.53,0.0,0.01,0.01,0.81,8.05
74069,6.4,-0.42,0.09,0.96,0.05,0.94,1.57,85.46,10.4,0.01,11.34,-0.02,0.01,0.01,0.87,8.38
115343,2.41,0.67,0.04,0.62,0.03,0.25,0.7,77.95,2.74,0.01,2.98,0.01,0.0,0.01,0.84,3.85
148265,8.56,-4.14,0.13,0.74,0.07,0.92,1.11,85.97,13.4,0.01,10.69,-0.05,0.01,0.01,0.78,8.55
237176,8.01,-3.98,0.14,0.69,0.11,0.88,1.11,78.31,13.42,0.01,10.15,-0.01,0.01,0.01,0.81,14.18
227915,7.65,0.77,0.05,1.14,0.05,0.67,0.9,87.63,5.87,0.01,8.17,-0.01,0.0,0.01,0.88,5.53
239885,5.39,-7.43,0.16,0.49,0.06,0.76,1.27,72.14,16.05,0.01,8.13,-0.06,0.01,0.0,0.6,8.3
113471,4.59,-1.94,0.07,0.54,0.05,0.54,1.07,47.87,9.43,0.01,6.19,-0.02,0.01,0.01,0.82,6.14
186308,27.02,5.02,0.01,2.14,0.03,0.54,0.2,5.78,2.3,0.0,6.62,0.0,0.0,0.0,0.6,1.87
186083,31.06,4.16,0.03,2.26,0.25,0.46,0.14,4.87,1.79,0.0,5.68,0.02,0.0,0.01,0.14,3.71
41984,9.25,2.57,0.13,0.75,0.08,0.92,1.02,69.15,12.93,0.01,10.72,0.01,0.01,0.01,0.67,9.11
125738,14.56,2.26,0.13,1.19,0.13,1.33,1.03,81.07,12.3,0.01,16.3,0.01,0.01,0.01,0.84,15.35
208682,3.3,-2.81,0.11,0.33,0.06,0.38,0.85,85.11,9.77,0.01,4.1,-0.01,0.01,0.01,0.9,6.62
30824,1.72,-4.67,0.12,0.2,0.05,0.31,1.0,78.76,11.9,0.01,3.01,0.0,0.01,0.01,0.81,8.05
57005,5.09,1.6,0.01,1.0,0.03,0.26,0.38,34.51,1.85,0.0,3.2,0.0,0.0,0.0,0.6,1.87
197621,4.27,-2.41,0.11,0.43,0.06,0.52,1.04,93.62,11.38,0.01,5.75,-0.01,0.01,0.01,0.9,6.62
240506,10.1,-3.79,0.14,0.91,0.11,0.97,1.09,79.57,12.39,0.01,11.48,-0.01,0.01,0.01,0.81,14.18
232919,5.47,-1.77,0.1,0.86,0.05,0.82,1.54,91.62,9.86,0.02,9.73,-0.02,0.01,0.01,0.87,9.6
121661,1.74,0.91,0.03,0.57,0.01,0.24,0.92,93.39,2.82,0.01,2.9,0.0,0.0,0.0,0.88,2.37
199889,-9.26,1.32,0.0,1.34,0.19,0.21,-0.13,18.69,0.83,0.0,2.53,0.0,0.0,0.01,0.17,1.75
138032,18.0,5.68,0.14,1.35,0.11,1.67,1.08,70.83,13.86,0.01,20.82,-0.01,0.01,0.01,0.81,14.18
126287,8.47,-3.12,0.11,0.75,0.09,0.79,0.94,87.01,10.78,0.01,9.23,-0.02,0.01,0.01,0.84,10.01
53423,9.19,2.32,0.08,1.23,0.08,0.86,1.0,70.39,7.29,0.01,10.47,0.01,0.01,0.01,0.72,10.21
157652,1.4,-0.01,0.04,0.4,0.01,0.23,0.99,91.71,3.58,0.01,2.68,-0.0,0.0,0.0,0.94,2.55
45395,15.39,2.32,0.11,1.27,0.09,1.09,0.79,83.65,9.25,0.01,13.41,-0.02,0.01,0.01,0.84,10.01
36449,6.29,-5.53,0.13,0.56,0.07,0.71,1.06,77.39,12.92,0.01,7.96,-0.05,0.01,0.01,0.78,8.55
168191,5.47,-1.66,0.09,0.88,0.06,0.76,1.43,97.13,8.85,0.01,9.09,-0.01,0.01,0.01,0.96,10.1
48005,5.96,-5.99,0.16,0.49,0.06,0.74,1.13,62.11,15.38,0.01,8.03,-0.06,0.01,0.0,0.6,8.3
77543,-0.38,-1.19,0.02,-0.09,-0.02,0.09,0.66,94.34,2.39,0.0,1.04,-0.01,0.0,-0.0,0.76,1.25
221030,10.28,-1.8,0.11,0.94,0.11,1.01,1.05,96.66,11.5,0.01,12.12,-0.01,0.01,0.01,0.92,11.84
62171,4.97,1.55,0.01,0.98,0.03,0.26,0.37,34.51,1.84,0.0,3.15,0.0,0.0,0.0,0.6,1.87
61190,6.47,-2.2,0.18,0.49,0.05,0.93,1.29,40.69,20.28,0.01,9.63,-0.04,0.01,0.0,0.42,7.36
214010,1.65,2.67,0.33,0.17,0.05,0.6,0.34,1.01,33.92,0.0,1.85,0.03,0.01,0.0,0.03,3.41
166931,,,0.09,,0.06,,,,,0.01,0.0,-0.01,0.01,0.01,0.95,9.54
104813,0.3,-0.36,0.03,0.1,0.0,0.13,0.88,70.58,3.08,0.01,1.56,-0.0,0.0,0.0,0.59,1.65
227951,9.56,-2.37,0.13,0.8,0.07,0.99,1.08,76.98,13.17,0.01,11.6,-0.05,0.01,0.01,0.78,8.55
163844,12.38,0.47,0.16,1.02,0.12,1.45,1.3,77.76,15.87,0.01,17.42,-0.0,0.01,0.01,0.7,15.88
148904,6.66,-0.1,0.1,1.05,0.05,0.97,1.58,94.93,9.92,0.02,11.8,-0.02,0.01,0.01,0.87,9.6
224621,3.01,0.09,0.0,0.4,0.19,0.12,0.04,15.74,0.31,0.0,1.42,0.0,0.0,0.01,0.17,1.75
116774,7.88,-1.2,0.18,0.67,0.09,0.95,1.21,64.93,15.05,0.01,10.81,0.0,0.01,0.01,0.56,13.01
248588,1.81,1.12,0.03,0.6,0.01,0.27,1.06,94.48,3.22,0.01,3.21,0.0,0.0,0.0,0.88,2.37
159497,5.66,-1.44,0.09,0.9,0.06,0.79,1.45,96.0,9.08,0.01,9.51,-0.01,0.01,0.01,0.96,9.92
61586,12.48,4.95,0.13,0.95,0.1,1.05,0.91,65.17,11.89,0.01,12.62,0.02,0.01,0.01,0.63,9.95
59111,6.74,0.12,0.12,0.61,0.05,0.73,1.04,80.42,12.26,0.01,8.3,-0.01,0.01,0.0,0.83,6.7
137024,,,0.12,,0.05,,,,,0.01,0.0,0.0,0.01,0.01,0.81,8.05
180296,-0.48,-0.84,0.03,-0.15,0.01,0.08,0.69,95.34,2.13,0.01,0.96,0.0,0.0,0.0,0.88,2.37
98756,-3.52,0.7,0.09,-0.24,-0.05,-0.04,0.56,53.64,7.26,0.01,-0.67,-0.0,-0.0,-0.0,0.42,-2.14
100583,38.7,8.02,0.16,1.4,0.08,1.09,0.32,16.4,8.38,0.01,13.56,-0.05,0.01,0.01,0.68,10.17
104795,6.25,-0.43,0.11,0.58,0.06,0.62,0.92,86.8,10.49,0.01,7.07,-0.01,0.01,0.01,0.9,6.62
39509,13.17,1.08,0.13,1.09,0.13,1.3,1.1,80.85,13.17,0.01,15.81,0.01,0.01,0.01,0.84,15.35
198260,5.72,0.75,0.01,1.46,0.03,0.18,0.15,58.23,0.6,0.0,2.17,0.0,0.0,0.0,0.6,1.87
36962,2.96,-4.81,0.09,0.44,0.05,0.49,1.4,70.9,10.2,0.01,5.45,-0.02,0.01,0.01,0.87,8.38
155933,-0.37,-0.96,0.03,-0.09,0.0,0.08,0.89,74.14,3.04,0.01,0.96,-0.0,0.0,0.0,0.59,1.65
201581,3.93,1.54,0.01,0.98,0.03,0.27,0.49,55.09,1.94,0.0,3.22,0.0,0.0,0.0,0.6,1.87
152540,,,0.11,,0.1,,,,,0.01,0.0,0.03,0.01,0.01,0.73,9.96
227132,1.16,0.4,0.05,0.33,0.01,0.2,0.94,67.48,3.34,0.01,2.38,0.0,0.0,0.0,0.42,2.17
234071,6.27,-0.33,0.04,1.0,0.07,0.49,0.73,97.84,4.52,0.01,5.89,-0.0,0.0,0.01,0.92,5.56
166184,13.15,3.32,0.11,0.94,0.1,0.71,0.55,57.69,7.66,0.01,8.51,0.03,0.01,0.01,0.73,9.96
240083,-0.68,-1.18,0.03,-0.2,-0.0,0.06,0.84,83.66,2.76,0.01,0.72,-0.01,0.0,-0.0,0.89,0.98
158426,7.02,-4.89,0.13,0.63,0.07,0.77,1.07,83.3,12.52,0.01,8.78,-0.05,0.01,0.01,0.78,8.55
178739,4.87,2.88,0.03,0.81,0.01,0.45,0.84,32.36,5.12,0.01,5.39,-0.0,0.0,0.0,0.93,2.44
60659,8.42,-3.55,0.16,0.68,0.08,0.97,1.16,66.55,15.2,0.01,11.03,-0.05,0.01,0.01,0.68,10.17
75689,9.09,-2.54,0.11,0.82,0.09,0.8,0.9,92.72,10.07,0.01,9.52,-0.02,0.01,0.01,0.84,10.01
72791,8.9,-3.72,0.14,0.77,0.11,1.17,1.37,79.85,16.51,0.01,13.51,-0.01,0.01,0.01,0.81,14.18
152225,1.86,-6.97,0.14,0.19,0.11,0.23,0.94,52.06,13.49,0.01,1.93,-0.01,0.01,0.01,0.81,14.18
146645,1.29,0.36,0.03,0.43,0.01,0.18,0.67,93.49,2.07,0.01,2.16,0.0,0.0,0.0,0.88,2.37
147770,5.1,-1.34,0.05,0.82,0.06,0.47,0.86,97.69,5.3,0.01,5.66,-0.0,0.01,0.01,0.95,6.16
220193,-0.22,-7.51,0.11,0.04,0.05,0.15,1.14,88.15,12.87,0.01,1.04,-0.02,0.01,0.0,0.85,5.92
179927,8.5,-2.79,0.11,0.76,0.09,0.71,0.84,88.51,9.51,0.01,8.4,-0.02,0.01,0.01,0.84,10.01
92753,1.49,-4.13,0.05,0.25,0.05,0.22,0.82,89.79,5.28,0.01,2.51,-0.01,0.0,0.01,0.88,5.53
108809,,,0.07,,0.06,,,,,0.01,0.0,-0.02,0.0,0.01,0.67,4.93
52523,-0.3,-0.53,0.01,-0.08,0.03,0.1,0.52,81.65,1.72,0.0,1.14,0.0,0.0,0.0,0.6,1.87
128933,13.1,2.96,0.11,0.95,0.1,1.03,0.84,68.47,11.66,0.01,12.3,0.03,0.01,0.01,0.73,9.96
210158,13.23,6.12,0.11,1.1,0.1,1.22,1.03,80.38,12.13,0.01,14.87,0.03,0.01,0.01,0.73,9.96
192590,4.2,-3.33,0.08,0.64,0.04,0.63,1.45,82.36,9.77,0.01,7.37,-0.03,0.0,0.01,0.69,5.78
170099,3.43,-1.38,0.04,0.54,0.06,0.23,0.43,92.56,2.72,0.0,2.76,-0.0,0.0,0.01,0.74,4.01
100187,26.55,1.56,0.01,2.0,0.03,0.24,0.06,5.13,0.64,0.0,2.93,0.0,0.0,0.0,0.6,1.87
185273,8.29,1.73,0.13,0.7,0.08,0.88,1.06,72.11,13.25,0.01,10.12,0.01,0.01,0.01,0.67,9.11
123668,8.72,-3.87,0.14,0.76,0.11,1.13,1.34,79.63,16.15,0.01,13.01,-0.01,0.01,0.01,0.81,14.18
49535,15.9,2.2,0.03,1.38,0.25,0.3,0.15,6.76,1.6,0.0,3.65,0.02,0.0,0.01,0.14,3.71
117260,5.11,-0.99,0.05,0.8,0.05,0.38,0.63,92.52,4.0,0.01,4.53,-0.01,0.0,0.01,0.88,5.53
84797,23.6,6.45,0.04,1.47,0.3,0.66,0.29,3.56,4.48,0.0,8.15,0.05,0.01,0.01,0.04,6.97
72818,6.25,-0.2,0.13,0.48,0.08,0.54,0.77,55.83,10.82,0.01,6.09,0.01,0.01,0.01,0.67,9.11
249830,4.81,-1.66,0.06,0.77,0.06,0.47,0.91,95.63,5.69,0.01,5.66,-0.01,0.01,0.01,0.97,7.51
156644,-1.66,-5.03,0.05,-0.22,0.03,0.03,0.62,83.43,4.12,0.01,0.27,-0.02,0.0,0.0,0.5,2.79
68912,12.45,0.33,0.13,1.06,0.13,1.24,1.1,86.12,12.74,0.01,14.98,0.01,0.01,0.01,0.84,15.35
112319,0.7,-0.28,0.01,0.19,-0.01,0.13,0.38,79.44,1.48,0.0,1.56,-0.01,0.0,-0.0,0.7,1.11
182519,5.95,-0.58,0.05,0.95,0.05,0.48,0.77,97.89,4.72,0.01,5.85,-0.01,0.0,0.01,0.88,5.53
129617,,,0.05,,0.03,,,,,0.01,0.0,-0.02,0.0,0.0,0.5,2.79
99017,13.7,1.58,0.13,1.11,0.13,1.32,1.07,78.21,13.06,0.01,16.01,0.01,0.01,0.01,0.84,15.35
159299,3.17,1.9,0.04,0.81,0.03,0.4,1.11,77.22,4.34,0.01,4.8,0.01,0.0,0.01,0.84,3.85
147185,4.9,-7.72,0.16,0.43,0.06,0.72,1.25,60.91,17.24,0.01,7.44,-0.06,0.01,0.0,0.6,8.3
171449,25.32,3.48,0.04,1.32,0.3,0.41,0.14,2.44,2.68,0.0,4.95,0.05,0.01,0.01,0.04,6.97
117422,8.24,-5.97,0.0,0.77,0.0,1.49,1.88,88.07,21.5,0.0,16.76,0.0,0.0,0.0,0.0,0.0
249236,6.04,-0.68,0.05,0.97,0.06,0.62,1.03,98.34,6.33,0.01,7.48,-0.0,0.01,0.01,0.94,6.57
183977,,,0.07,,0.06,,,,,0.01,0.0,-0.01,0.01,0.01,0.96,8.34
74060,6.91,0.3,0.09,1.03,0.05,1.01,1.57,85.59,10.41,0.01,12.16,-0.02,0.01,0.01,0.87,8.38
191015,,,0.09,,0.06,,,,,0.01,0.0,-0.01,0.01,0.01,0.95,9.94
97289,0.53,-8.33,0.11,0.09,0.11,0.17,0.76,83.9,8.89,0.01,1.69,-0.01,0.01,0.01,0.92,11.84
143117,19.8,5.54,0.04,1.17,0.3,0.59,0.3,3.12,4.87,0.0,7.17,0.05,0.01,0.01,0.04,6.97
149489,5.62,-1.11,0.07,0.9,0.06,0.6,1.05,96.76,6.55,0.01,7.2,-0.01,0.01,0.01,0.89,7.44
136583,6.2,-0.44,0.05,0.99,0.06,0.54,0.85,97.72,5.25,0.01,6.57,-0.0,0.01,0.01,0.94,6.57
166400,8.98,1.9,0.11,0.79,0.1,0.8,0.91,83.5,10.5,0.01,9.43,0.03,0.01,0.01,0.73,9.96
191321,7.34,-4.41,0.13,0.67,0.07,0.76,1.02,87.2,11.66,0.01,8.74,-0.05,0.01,0.01,0.78,8.55
41678,,,0.13,,0.1,,,,,0.01,0.0,0.03,0.01,0.01,0.63,10.51
56150,,,0.07,,0.06,,,,,0.01,0.0,-0.02,0.0,0.01,0.67,4.93
145880,1.6,0.13,0.03,0.47,0.01,0.21,0.77,98.23,2.7,0.01,2.52,-0.0,0.0,0.0,0.93,2.44
178226,-4.22,-1.27,0.01,-1.24,-0.03,0.02,0.26,76.8,0.91,0.0,0.2,-0.01,0.0,-0.01,0.67,0.76
101060,18.58,4.23,0.1,0.91,0.1,0.82,0.46,24.27,9.34,0.01,9.82,0.01,0.01,0.01,0.48,8.24
69182,9.75,-2.66,0.14,0.85,0.11,1.21,1.32,82.95,15.61,0.01,14.18,-0.01,0.01,0.01,0.81,14.18
108899,6.51,-0.17,0.07,0.94,0.06,0.63,0.96,79.56,6.59,0.01,7.55,-0.01,0.01,0.01,0.89,7.44
65357,-15.11,3.06,0.03,1.12,-0.28,0.35,-0.2,4.92,2.52,-0.0,4.24,0.04,0.0,0.01,0.04,4.71
156536,-0.73,-0.76,0.01,-0.23,0.03,0.08,0.52,91.92,1.64,0.0,0.91,0.0,0.0,0.0,0.6,1.87
164348,-24.78,2.81,0.03,1.24,0.25,0.33,-0.11,2.23,2.14,0.0,4.06,0.02,0.0,0.01,0.14,3.71
126107,5.73,-0.76,0.05,0.91,0.05,0.48,0.78,96.88,4.85,0.01,5.77,-0.01,0.0,0.01,0.88,5.53
207575,2,0.59,0.04,0.54,0.03,0.28,1.02,83.8,3.85,0.01,3.34,0.01,0.0,0.01,0.84,3.85
