investment_class,currency,total_assets,yield,greatstone_rating,inception_date,tag,fund_size,return_ytd
Blend,USD,234500000.0,1.95,4,2017-05-30,137204,Large,11.33
Growth,USD,88870000.0,1.14,0,2016-05-25,76904,Large,12.58
Blend,USD,6560000000.0,1.87,5,2007-05-30,181421,Large,7.79
Growth,USD,19770000000.0,0.0,,2009-07-05,127817,Medium,17.75
Growth,USD,7310000000.0,1.03,5,2006-12-28,181403,Large,12.16
Value,USD,866230000.0,1.44,2,2001-02-28,79514,Large,11.45
Blend,USD,41590000.0,2.0,,2014-09-29,224018,Large,11.96
Blend,USD,1320000000.0,0.66,,2000-12-05,198854,Small,11.45
Value,USD,2720000000.0,1.65,4,1995-06-21,87479,Large,14.01
Value,USD,867010000.0,4.12,5,2011-07-27,54404,Large,11.03
Growth,USD,55810000.0,0.0,3,2014-02-05,215387,Small,11.99
Growth,USD,1790000000.0,0.14,,2005-10-13,130103,Large,17.63
Growth,USD,3770000000.0,1.6,3,2005-10-17,135152,Large,12.79
Value,USD,60300000.0,0.97,3,2010-09-29,116459,Large,10.44
Blend,USD,3670000000.0,1.27,4,2017-02-27,110600,Large,10.53
Blend,USD,3090000000.0,1.77,3,1979-12-30,119924,Large,11.53
Value,USD,2390000000.0,0.94,,2008-09-01,208754,Large,8.83
Blend,USD,2470000000.0,2.81,,2017-01-26,239687,Large,6.8
Blend,USD,115680000.0,0.51,2,2016-03-30,200879,Medium,12.74
Value,USD,433500000.0,4.95,3,1998-04-30,47186,Large,9.14
Growth,USD,406540000.0,0.09,2,2012-07-30,161189,Small,12.6
Blend,USD,3550000000.0,1.41,,1995-07-02,78263,Large,10.55
Growth,USD,474880000.0,1.85,,2011-11-29,124244,Large,13.47
Blend,USD,6440000.0,3.17,0,2017-12-25,32948,Medium,2.05
Value,USD,1590000000.0,0.68,,2010-06-20,172970,Large,9.75
Blend,USD,48560000.0,1.23,4,2012-04-29,178424,Medium,6.38
Growth,USD,386260000.0,0.76,,2003-03-31,193463,Large,17.41
Blend,USD,1510000000.0,4.75,4,2000-09-14,73385,Small,3.9
Value,USD,1040000000.0,5.51,4,1993-06-29,130193,Large,7.08
Blend,USD,120910000.0,0.43,,2015-07-30,101582,Medium,13.73
Blend,USD,1040000000.0,0.0,4,2012-12-11,39617,Large,6.35
Blend,USD,9980000.0,0.0,2,2011-09-29,127988,Large,0.13
Growth,USD,5190000000.0,1.45,3,1980-01-01,98684,Large,13.16
Blend,USD,8580000.0,4.48,0,2016-08-30,68066,Large,0.04
,USD,10830000000.0,2.11,5,2002-12-30,186524,,2.81
Growth,USD,404470000.0,0.71,0,2017-05-24,78623,Large,15.36
Blend,USD,237230000.0,3.03,3,1987-08-31,90917,Large,2.43
,USD,84950000.0,2.75,3,2016-06-29,138086,,3.21
Growth,USD,18290000.0,0.0,3,2014-09-15,183941,Large,19.36
Growth,USD,2410000000.0,0.5,5,2005-03-31,162440,Large,14.53
Blend,USD,5540000.0,0.94,2,2007-08-29,85922,Large,4.28
Blend,USD,1520000000.0,3.35,,2003-10-29,197216,Medium,17.81
Blend,USD,28220000.0,0.49,,2013-12-30,191303,Medium,3.85
Blend,USD,181630000.0,2.62,4,2015-05-31,50444,Large,12.58
Blend,USD,232030000.0,0.59,4,1998-05-07,172205,Large,15.8
Growth,USD,5340000000.0,0.0,4,2017-11-26,190241,Large,17.42
Blend,USD,895610000.0,2.31,1,2017-10-15,116171,Medium,4.27
Value,USD,685600000.0,3.54,2,2008-06-29,139715,Large,7.45
Value,USD,2190000.0,0.46,2,2008-02-21,213785,Medium,12.61
Value,USD,18400000.0,0.57,2,2000-07-25,241469,Large,15.29
Blend,USD,224410000.0,0.0,,1998-11-15,218735,Medium,9.15
Growth,USD,3260000000.0,4.28,5,2008-04-29,184760,Small,5.79
Blend,USD,1020000000.0,0.39,4,2008-06-29,108791,Large,10.22
Blend,USD,3490000000.0,2.29,2,2008-03-06,120131,Large,2.92
Blend,USD,15170000.0,3.14,1,2015-04-29,163853,Large,6.11
Growth,USD,457920000.0,0.0,3,2002-03-17,198170,Small,19.6
Value,USD,487430000.0,1.4,1,2009-12-30,121598,Large,13.26
Blend,USD,555980000.0,0.92,4,1996-07-30,172286,Large,12.68
Growth,USD,95410000000.0,2.09,,1993-03-25,63035,Large,12.15
Blend,USD,881060000.0,1.99,,2005-06-19,73970,Large,12.31
Value,USD,80000000.0,1.9,,2014-06-24,148130,Large,10.59
Growth,USD,104000000.0,0.28,,2018-02-27,38942,Small,15.99
Value,USD,1960000000.0,1.65,,2007-02-12,89027,Medium,12.93
Blend,USD,3200000000.0,2.87,4,2005-10-17,136880,Large,7.41
Growth,USD,10140000.0,0.0,0,2010-04-27,168893,Medium,6.08
Value,USD,375190000.0,2.59,3,2008-03-30,58319,Medium,3.16
Growth,USD,448020000.0,0.0,4,2009-05-28,46079,Large,21.41
Value,USD,25420000.0,2.95,3,2006-06-20,179441,Medium,-3.52
Value,USD,69180000.0,2.13,3,2013-12-18,101402,Large,2.1
Growth,USD,100900000.0,0.56,3,1989-12-19,185624,Large,14.92
Growth,USD,425300000.0,0.33,,2017-04-27,49490,Large,12.87
Blend,USD,6840000000.0,2.98,5,2013-10-14,35477,Medium,3.31
Blend,USD,33540000.0,2.99,2,2008-12-28,31904,Large,6.55
Growth,USD,734560000.0,0.63,5,2013-11-06,78578,Large,21.72
Growth,USD,3760000000.0,1.88,3,2001-06-14,199313,Large,11.74
Growth,USD,3760000000.0,1.71,3,2005-06-27,199295,Large,11.7
Blend,USD,200380000.0,3.29,4,1999-05-02,151667,Medium,4.02
Blend,USD,1370000000.0,0.79,2,2009-07-05,127727,Large,10.65
Blend,USD,925930000.0,3.21,2,2011-11-28,251891,Large,0.97
Value,USD,19640000.0,1.9,2,2002-09-29,183617,Medium,-1.04
Blend,USD,19600000000.0,2.04,3,2001-03-14,230282,Medium,2.56
Blend,USD,757740000.0,3.05,,2017-11-19,61361,Large,11.45
Value,USD,8020000.0,0.72,1,2015-05-14,40580,Medium,12.25
Growth,USD,39300000.0,1.04,0,2017-02-27,110447,Medium,12.1
Value,USD,555450000.0,1.18,,1998-12-30,97946,Large,11.41
Value,USD,222270000.0,0.53,3,2012-05-31,210338,Medium,13.7
Value,USD,9700000.0,1.69,2,2013-12-18,157508,Medium,-5.57
Blend,USD,148370000.0,3.12,,2016-07-12,45818,Large,7.85
Blend,USD,2990000000.0,1.33,,2007-01-15,182744,Large,10.6
Blend,USD,125240000.0,3.43,3,2017-02-27,113066,Medium,2.57
Blend,USD,313300000.0,2.19,3,2011-04-28,102707,Large,3.58
Value,USD,8430000.0,0.64,0,2016-06-30,246716,Large,7.99
Blend,USD,2110000000.0,2.08,1,1993-05-02,177974,Medium,-2.81
Blend,USD,23820000.0,1.04,3,2007-08-15,156023,Large,10.91
Blend,USD,8820000.0,0.0,1,2001-01-22,213200,Small,21.29
Growth,USD,2860000000.0,0.0,2,1995-12-26,243764,Medium,17.53
Growth,USD,5470000000.0,1.61,3,2001-02-28,199259,Large,10.25
Growth,USD,1170000000.0,2.77,4,1996-09-29,182123,Medium,3.75
Value,USD,710900000.0,1.95,2,2017-12-27,193436,Medium,12.03
Blend,USD,1010000000.0,3.22,2,2007-09-27,142721,Large,11.93
Growth,USD,130090000.0,2.09,,2017-03-06,195875,Medium,6.06
Value,USD,1620000000.0,1.27,3,2013-08-15,144053,Large,12.27
Growth,USD,267930000.0,0.0,2,1995-07-20,189584,Large,11.04
Blend,USD,1300000000.0,0.0,,2011-07-17,38717,Medium,-1.54
Growth,USD,21650000.0,0.0,,2012-02-01,55763,Medium,18.0
Value,USD,645310000.0,2.45,2,2015-08-27,168794,Large,5.54
Value,USD,3720000000.0,3.02,3,2007-09-27,147716,Small,3.25
Blend,USD,60310000.0,0.0,1,2002-12-30,106775,Small,12.24
Blend,USD,1670000000.0,1.6,3,2012-09-13,62072,Large,7.4
Blend,USD,597500000.0,2.69,,2012-09-03,135071,Large,10.88
Growth,USD,5820000.0,0.0,,1994-08-31,223865,Small,12.81
Blend,USD,37520000000.0,3.04,4,2010-12-15,243494,Large,10.24
Blend,USD,1290000000.0,1.11,,2005-02-28,41381,Large,11.98
Value,USD,494230000.0,2.16,,2008-04-03,124856,Small,3.15
Value,USD,852980000.0,2.89,2,2017-01-26,85769,Large,6.64
Blend,USD,37520000.0,1.66,2,2013-08-29,50039,Large,11.28
Blend,USD,582470.0,1.95,0,2017-07-06,229166,Large,12.29
Blend,USD,9300000000.0,1.79,4,1999-05-31,226898,Large,14.04
Value,USD,120290000.0,2.77,4,2013-09-15,108413,Medium,6.83
Blend,USD,408830000.0,1.23,2,1994-07-31,196505,Large,1.92
Blend,USD,6130000000.0,2.73,4,2016-09-08,137222,Large,7.38
Blend,USD,34230000.0,1.6,3,1988-11-14,33011,Large,10.67
Value,USD,400100000.0,3.78,0,2016-04-10,48617,Large,5.17
Growth,USD,,,0,2016-06-06,93554,Large,
Growth,USD,3220000000.0,0.8,3,1996-10-06,206261,Large,12.88
Growth,USD,10960000000.0,0.42,4,2001-08-12,247967,Large,16.22
Growth,USD,178960000.0,0.8,3,2006-10-05,171566,Large,11.63
Blend,USD,1120000000.0,2.45,2,2000-08-30,141380,Large,2.69
Blend,USD,5550000.0,0.4,2,2015-06-29,231452,Large,9.2
Growth,USD,13990000000.0,0.73,3,2016-09-08,137402,Large,13.45
Value,USD,412420000.0,2.02,3,2015-06-29,140768,Large,8.06
Value,USD,45880000000.0,4.12,,2017-04-03,145430,Medium,1.99
Value,USD,55470000.0,0.0,2,2004-06-08,226763,Small,10.19
Growth,USD,309500000.0,1.42,5,2014-12-29,216512,Large,11.13
Blend,USD,83710000.0,2.09,3,2007-08-02,65033,Large,-10.54
Blend,USD,6780000000.0,2.68,,2004-03-15,119330,Medium,3.29
Value,USD,123410000.0,1.36,3,2001-12-30,242009,Large,12.15
Blend,USD,6780000000.0,2.93,4,1998-12-14,119312,Medium,3.36
Value,USD,185430000.0,0.23,1,2005-02-28,33389,Large,8.72
Growth,USD,652090000.0,0.35,3,1992-09-14,86714,Large,9.46
Value,USD,581700000.0,2.87,3,2013-04-02,86507,Large,9.51
Growth,USD,661590000.0,0.0,2,2007-01-31,228590,Large,17.93
Blend,USD,10600000000.0,3.11,2,1995-04-27,91259,Medium,2.49
Blend,USD,647170000.0,0.0,3,2013-05-16,179594,Small,11.65
Blend,USD,2150000000.0,2.25,,2009-09-29,234143,Large,7.92
Growth,USD,380800000.0,0.0,4,1993-11-17,166580,Large,14.71
Value,USD,185430000.0,0.48,,2001-03-28,27152,Large,8.76
Blend,USD,345980000.0,1.49,3,2015-08-09,75878,Large,9.81
Blend,USD,215810000.0,2.29,1,2002-12-08,144701,Medium,2.24
Value,USD,98730000.0,3.54,,1995-03-12,155312,Small,3.75
Value,USD,103200000000.0,3.7,4,2002-09-16,56699,Large,8.24
Growth,USD,156720000.0,0.0,0,2017-05-30,216404,Small,14.26
Blend,USD,17710000.0,1.08,2,2007-08-29,80675,Large,4.28
Blend,USD,2040000000.0,0.65,3,2009-07-05,134198,Large,10.91
Blend,USD,5290000000.0,3.38,4,2001-09-19,189053,Medium,3.28
Growth,USD,938540000.0,0.7,1,2017-10-25,182267,Large,14.83
Blend,USD,662930000.0,1.09,,2014-09-30,124766,Medium,11.0
Growth,USD,17700000000.0,4.07,5,1973-07-08,247796,Medium,7.05
Value,USD,61830000.0,3.31,3,1990-09-30,248867,Medium,2.49
Value,USD,240000000.0,1.05,3,2008-12-30,188045,Large,10.67
Value,USD,2590000000.0,0.8,5,2010-07-29,76283,Small,13.56
Blend,USD,51720000.0,2.56,2,2005-06-30,226520,Large,6.36
,USD,14720000.0,,2,2017-04-03,142055,,4.85
Value,USD,160560000.0,1.83,1,1995-02-28,200429,Large,10.52
Blend,USD,7710000.0,0.86,0,2017-01-17,142577,Large,12.82
Blend,USD,5170000000.0,1.45,3,2016-10-30,88847,Large,10.7
Value,USD,37820000.0,0.0,3,2013-06-02,53171,Large,1.68
Value,USD,499150000.0,1.25,,2006-10-01,152864,Medium,0.79
Value,USD,6380000000.0,0.75,4,2017-02-27,26720,Small,12.21
Value,USD,360320000.0,0.85,3,1998-09-20,242666,Small,11.55
,USD,754150000.0,3.17,3,1998-09-29,193040,,5.03
,USD,151610000.0,4.7,,1998-05-31,154781,,8.63
Blend,USD,14000000.0,2.04,1,2015-04-30,88190,Large,10.86
Value,USD,2490000.0,0.22,0,2016-09-29,96236,Large,5.18
Value,USD,746400000.0,4.21,4,1995-07-02,139238,Large,9.95
Growth,USD,15700000.0,0.0,,2011-02-14,238886,Large,15.85
Blend,USD,2300000000.0,0.56,3,2008-01-10,96173,Large,11.34
Growth,USD,5730000000.0,1.07,,2005-03-31,157175,Large,14.76
Value,USD,124070000.0,3.09,2,1993-12-19,85454,Medium,3.55
Blend,USD,87780000.0,4.26,1,2014-11-30,202571,Medium,7.23
Blend,USD,2470000000.0,2.82,0,2017-02-22,226484,Large,2.9
Growth,USD,185890000.0,0.0,5,2017-04-27,49481,Large,16.96
Value,USD,3220000000.0,4.54,2,2001-04-30,80054,Small,2.37
Blend,USD,245920000.0,3.83,4,2006-12-28,103166,Medium,14.77
Blend,USD,56340000.0,1.19,4,2017-04-30,97811,Large,6.9
Growth,USD,3730000000.0,0.0,4,2015-06-29,142829,Large,20.85
Growth,USD,353140000.0,2.54,4,2015-12-03,238085,Large,9.68
Growth,USD,4480000000.0,2.69,4,2015-12-03,229301,Large,10.93
Blend,USD,5130000.0,0.43,4,2015-11-29,252971,Large,10.52
Blend,USD,99610000.0,2.08,,1997-09-23,220328,Large,8.75
Growth,USD,1450000000.0,0.0,3,2000-10-31,177092,Medium,19.19
Value,USD,578540000.0,2.41,1,1996-03-10,163484,Large,1.08
Blend,USD,1070000000.0,0.0,3,2000-11-29,216908,Medium,14.28
Growth,USD,751900000.0,1.06,0,2018-02-15,159155,Large,11.85
Growth,USD,205370000.0,0.64,,2007-03-25,112076,Medium,13.51
Growth,USD,11480000.0,0.0,0,2016-04-06,30005,Medium,10.32
Growth,USD,13160000000.0,4.46,5,1971-03-31,140516,Medium,6.82
Value,USD,441790000.0,0.15,2,2018-01-31,225557,Medium,14.46
Value,USD,741430000.0,4.44,,2014-06-01,129482,Small,4.57
Blend,USD,337110000.0,3.88,4,2008-04-29,194948,Large,10.87
Blend,USD,222940000.0,2.97,4,2010-12-19,67850,Large,8.45
Growth,USD,152060000.0,0.0,5,2014-12-30,69425,Small,17.99
Blend,USD,5500000.0,1.27,,2012-03-29,110006,Large,5.83
Blend,USD,35750000.0,0.17,2,2005-09-18,214046,Medium,2.61
Blend,USD,114910000.0,3.5,5,2010-08-02,73709,Medium,2.38
Blend,USD,697190000.0,3.09,4,1989-07-31,240929,Medium,2.51
Blend,USD,3350000.0,1.56,0,2017-08-17,128384,Medium,8.06
Blend,USD,78460000.0,1.91,2,2014-09-29,188792,Large,12.03
Value,USD,885400000.0,2.1,3,2013-07-25,34433,Large,11.9
Blend,USD,4690000000.0,0.0,2,1999-12-30,176543,Large,13.35
Growth,USD,934280000.0,0.0,2,1998-12-20,94436,Large,16.6
Value,USD,184030000.0,1.4,3,2004-08-31,214181,Large,11.61
,USD,166990000.0,5.82,3,2014-01-09,88109,,5.93
Value,USD,2890000000.0,1.47,4,2017-01-02,63305,Large,12.0
Growth,USD,23120000.0,0.83,,2017-04-30,210005,Large,7.5
,USD,962030000.0,5.19,5,2011-03-29,91268,,4.08
Blend,USD,49610000000.0,0.0,4,2000-06-04,82412,Large,9.66
Blend,USD,757740000.0,3.49,3,2017-11-19,61289,Large,11.43
Value,USD,597920000.0,3.25,3,2017-07-31,91916,Medium,2.11
Growth,USD,5660000000.0,1.29,,2007-05-10,26999,Large,10.84
Blend,USD,321830000.0,0.0,2,2001-03-13,214082,Large,19.83
Blend,USD,583240000.0,2.68,4,2016-07-28,204659,Medium,5.11
Blend,USD,148610000.0,2.09,2,2007-01-11,132758,Large,9.55
Growth,USD,100850000.0,0.0,4,2012-11-29,249938,Large,17.87
Blend,USD,33890000.0,1.74,,2011-10-02,123299,Large,7.04
Value,USD,2430000000.0,2.05,4,1996-09-02,81431,Medium,2.24
Growth,USD,61540000.0,1.34,3,2014-03-30,38213,Large,10.27
Blend,USD,962210000.0,2.02,3,2000-10-01,161549,Large,10.81
Value,USD,304980000.0,2.92,2,2010-05-27,113489,Large,8.52
Blend,USD,473170000.0,2.84,3,1986-08-05,90863,Medium,2.98
Growth,USD,122540000.0,0.19,1,2009-06-30,58931,Large,8.11
Blend,USD,45150000.0,2.23,1,2011-12-18,106514,Large,9.34
Growth,USD,80500000.0,2.76,,2014-12-14,67490,Large,3.52
Blend,USD,229290000.0,3.47,4,1994-11-10,174554,Large,9.22
Value,USD,9890000.0,4.84,0,2018-01-25,177659,Large,3.56
Growth,USD,1750000000.0,0.14,3,1972-10-30,185309,Small,13.68
Blend,USD,2370000000.0,2.35,4,2003-07-31,177956,Medium,3.28
Growth,USD,6120000000.0,0.31,5,2016-09-08,135935,Medium,13.57
Value,USD,4750000000.0,2.15,3,2010-07-11,198359,Medium,1.65
Value,USD,3070000000.0,3.3,3,2008-05-14,87560,Small,2.18
Growth,USD,45090000.0,1.65,3,2014-09-21,196325,Medium,6.18
,USD,83010000.0,3.28,2,2014-02-12,174266,,1.78
Blend,USD,212010000.0,0.26,1,2010-05-27,112814,Small,10.31
Value,USD,47380000.0,1.98,1,2016-12-15,84329,Large,1.88
Value,USD,957980000.0,0.0,4,1996-11-18,214217,Small,14.31
Value,USD,2620000000.0,2.21,4,1990-07-24,185408,Large,12.37
Value,USD,107610000000.0,2.27,3,2001-03-14,118151,Large,7.63
Growth,USD,11460000000.0,0.0,,2005-02-24,126503,Medium,17.47
Value,USD,437640000.0,0.7,2,2000-11-26,185597,Small,14.98
Value,USD,922020000.0,3.22,4,2005-05-30,96965,Large,8.45
Growth,USD,13320000.0,0.0,,2016-06-29,69596,Small,25.66
Value,USD,14410000000.0,4.02,5,2008-01-31,232667,Large,6.99
Value,USD,644930000.0,5.84,4,2011-02-28,243152,Large,1.34
Value,USD,24440000.0,2.59,1,2010-01-31,83996,Large,7.27
Growth,USD,1640000000.0,0.23,5,2012-04-26,163781,Large,14.93
Value,USD,253380000.0,2.44,3,2013-09-17,175409,Medium,2.22
Growth,USD,280770.0,0.0,2,2013-06-27,177641,Medium,3.79
Growth,USD,823790000.0,0.0,3,2017-04-09,35882,Small,19.11
Blend,USD,1480000000.0,1.34,3,2003-09-29,205847,Medium,16.92
Value,USD,74180000.0,2.74,5,2014-07-30,249119,Small,2.76
Blend,USD,371790000.0,2.1,,2014-09-29,223964,Large,11.96
Value,USD,1460000000.0,2.85,4,2008-10-02,224918,Medium,2.0
Blend,USD,772720000000.0,1.93,5,2000-11-12,247445,Large,14.04
Growth,USD,40210000.0,0.43,3,2017-10-01,160901,Large,4.06
Blend,USD,3150000000.0,3.07,4,2000-12-05,182168,Medium,3.66
Blend,USD,54740000000.0,1.26,4,2002-05-30,209159,Large,8.75
Blend,USD,48170000.0,3.44,3,2013-04-30,85859,Large,2.6
Value,USD,317160000.0,1.44,,2016-03-31,91007,Large,10.63
Blend,USD,639430000.0,0.67,2,2013-12-29,135773,Small,10.74
Blend,USD,748320000.0,1.03,3,2008-03-26,187478,Large,14.75
Blend,USD,41030000.0,0.15,,2015-12-28,217430,Large,4.49
Value,USD,3500000000.0,5.82,3,2012-01-26,179720,Medium,4.92
Blend,USD,625040000.0,3.22,,2016-10-30,225845,Medium,3.47
Blend,USD,45270000.0,3.51,3,2007-09-30,201149,Medium,14.22
Growth,USD,380800000.0,0.31,4,2005-03-31,166634,Large,15.02
Blend,USD,4020000.0,1.81,4,2007-08-29,90944,Large,6.24
Blend,USD,1860000000.0,3.85,3,2011-11-29,46898,Medium,15.22
Value,USD,7410000000.0,1.24,2,1994-07-31,165527,Large,8.54
Growth,USD,23480000.0,0.0,2,1998-10-01,218960,Medium,25.47
Blend,USD,601600000.0,2.32,3,1993-07-28,189314,Large,2.1
Value,USD,12380000000.0,5.72,4,2015-06-29,146375,Small,3.45
Blend,USD,36660000.0,1.02,2,1992-11-30,126152,Large,13.25
Blend,USD,401030000.0,2.93,4,2012-11-07,58274,Medium,2.6
Blend,USD,1260000000.0,2.92,5,2006-10-29,132110,Large,9.71
Blend,USD,1130000000.0,1.57,,1994-10-20,151721,Large,10.32
Blend,USD,21560000.0,1.91,4,2015-09-14,48419,Large,10.52
Growth,USD,834420000.0,3.64,4,2015-05-31,212102,Small,3.78
Blend,USD,89340000.0,1.06,2,2000-01-17,224999,Large,13.74
Growth,USD,1430000000.0,0.0,5,2012-11-07,62396,Large,19.66
Blend,USD,772720000000.0,1.83,4,1992-04-26,247463,Large,14.0
,USD,321140000.0,0.82,4,2011-05-24,73727,,6.3
Blend,USD,1320000000.0,1.18,5,2001-02-28,198836,Small,11.63
Blend,USD,299530000.0,0.79,0,2016-08-18,47501,Medium,15.49
Blend,USD,18410000000.0,2.07,4,2011-01-31,206738,Large,8.55
Blend,USD,432660000.0,3.18,,2013-06-30,68129,Medium,2.64
Growth,USD,98200000.0,0.0,2,2017-01-31,208970,Large,17.71
Blend,USD,1660000000.0,2.34,,2015-11-29,199700,Large,23.08
Value,USD,104020000.0,3.34,1,2015-07-14,76391,Medium,8.92
Value,USD,9000000.0,0.87,3,2014-12-30,142100,Small,3.49
Growth,USD,26820000.0,0.0,,2011-03-01,90377,Small,13.17
Blend,USD,1370000000.0,0.0,1,1994-11-01,99530,Medium,13.09
Blend,USD,228620000.0,0.72,3,2011-10-02,117620,Large,11.47
Value,USD,100680000.0,1.74,2,2004-12-12,253205,Small,10.79
Growth,USD,1850000000.0,0.12,2,2017-01-02,63296,Small,13.52
Value,USD,280130000.0,3.32,,2018-03-01,153746,Small,4.84
Blend,USD,18560000000.0,1.82,4,2013-04-09,49634,Large,13.61
Value,USD,978340000.0,1.01,3,2011-08-30,47798,Small,10.05
Value,USD,3090000000.0,1.66,3,1985-12-29,81260,Large,13.95
Growth,USD,163860000.0,0.0,4,2005-12-04,246158,Small,22.94
Blend,USD,982690000.0,2.27,4,2018-02-28,124199,Large,8.75
Value,USD,325840000.0,1.85,4,1998-09-09,238949,Large,10.22
Blend,USD,1420000000.0,1.51,4,2004-09-29,61073,Medium,14.79
Blend,USD,1390000000.0,0.0,3,1995-04-30,230084,Large,12.56
Blend,USD,1850000000.0,1.63,5,2003-07-30,199682,Large,14.33
Growth,USD,459810000.0,0.0,3,2007-05-16,205352,Large,13.72
Blend,USD,209460000.0,0.15,3,2001-12-30,160127,Small,11.66
Growth,USD,624580000.0,0.0,,2007-11-29,98279,Small,13.72
Blend,USD,426220000.0,0.87,3,2014-03-30,69353,Large,5.44
,USD,4000000000.0,3.06,4,2015-06-29,216359,,3.3
Blend,USD,990940000.0,0.49,2,2014-10-06,202697,Large,-2.14
Growth,USD,12520000.0,0.0,,2006-07-23,135800,Small,4.49
Value,USD,75050000000.0,4.59,,1995-04-30,80261,Large,9.6
Growth,USD,474880000.0,1.29,4,2011-11-29,124325,Large,13.3
Blend,USD,15140000000.0,3.39,5,1973-11-08,130337,Medium,4.04
Growth,USD,518550000.0,3.74,4,2016-02-29,52775,Medium,2.82
Blend,USD,1140000.0,4.04,,2017-10-23,51758,Large,8.9
Blend,USD,2380000000.0,2.74,3,2001-03-19,230318,Medium,2.66
Growth,USD,289470000.0,0.78,,2014-02-02,65879,Large,12.75
Value,USD,999030000.0,1.97,4,2001-07-10,156581,Large,10.19
Blend,USD,45630000000.0,2.72,3,2009-09-23,94832,Large,2.96
Blend,USD,702540000.0,0.71,,2008-01-30,97928,Large,9.22
Blend,USD,116600000.0,2.25,0,2018-02-15,159092,Large,7.91
Growth,USD,651640000.0,0.48,,1996-06-09,175283,Large,17.31
Growth,USD,191870000.0,0.0,3,1993-11-07,34361,Medium,19.16
Value,USD,993150000.0,1.83,3,2013-08-12,95903,Large,11.73
Growth,USD,689780000.0,2.35,4,2011-04-28,238625,Large,12.72
Growth,USD,66680000.0,0.62,,2011-05-30,117899,Large,19.69
Value,USD,588080000.0,0.55,4,2012-11-07,62648,Small,12.48
Growth,USD,374270000.0,0.0,,2014-08-24,224027,Small,13.66
Blend,USD,273260000.0,2.55,3,2010-03-31,159776,Large,8.56
Blend,USD,37500000.0,0.56,0,2017-02-28,252053,Large,6.78
Blend,USD,47210000.0,2.13,1,2008-12-28,41291,Large,10.27
Blend,USD,1270000000.0,3.4,4,2007-09-27,251333,Medium,3.25
Blend,USD,1020000000.0,1.5,0,2018-02-08,159407,Large,11.28
Growth,USD,216920000.0,0.0,3,1992-09-29,69983,Large,15.99
Value,USD,103200000000.0,3.83,,2017-01-26,54431,Large,8.28
Value,USD,20090000000.0,2.37,3,1985-10-30,196307,Large,10.99
Blend,USD,4490000.0,0.0,1,2015-06-29,74411,Small,11.54
Growth,USD,1870000000.0,0.5,2,1998-12-16,77903,Large,11.11
,USD,177520000.0,4.51,2,2013-10-31,63467,,3.57
Blend,USD,6060000.0,0.49,,2015-11-29,249308,Large,9.46
,USD,30570000.0,1.63,,2010-05-31,245960,,11.11
Value,USD,1180000000.0,2.36,,2011-09-29,113849,Small,2.38
Blend,USD,116330000.0,1.2,0,2017-05-08,86390,Large,13.56
Value,USD,263550000.0,0.0,1,2008-04-30,223271,Large,11.71
Growth,USD,883980000.0,1.69,4,2017-04-09,27044,Large,9.43
Growth,USD,123160000.0,0.0,0,2016-06-29,152495,Large,12.89
Blend,USD,9200000.0,1.58,0,2016-12-05,153773,Large,12.64
Blend,USD,3200000000.0,0.94,,2007-01-31,203417,Large,5.77
Value,USD,425310000.0,3.07,3,1995-12-18,64727,Large,8.42
Value,USD,3710000000.0,4.68,,2006-05-14,239228,Large,9.14
Growth,USD,1850000000.0,0.0,4,2000-12-05,195119,Medium,21.26
Blend,USD,2980000000.0,1.03,,2003-07-23,80027,Large,10.0
Growth,USD,769390000.0,0.0,3,2000-10-24,85310,Large,14.07
Growth,USD,143260000.0,0.0,3,2016-12-15,227969,Small,11.97
Blend,USD,2840000000.0,0.17,4,1994-02-15,180719,Large,10.98
Blend,USD,9060000000.0,0.0,1,1994-11-30,176228,Large,13.59
Blend,USD,27570000.0,1.19,4,2003-02-27,131300,Large,12.75
Growth,USD,151430000.0,3.5,4,1994-07-28,245546,Medium,2.69
Growth,USD,220490000.0,2.49,4,2012-07-01,187343,Medium,3.6
Growth,USD,244740000.0,4.69,3,2006-06-29,118403,Small,2.36
Blend,USD,530280000.0,1.43,3,2017-06-04,26108,Large,12.79
Value,USD,1750000000.0,5.31,,2011-06-29,191600,Small,3.79
Value,USD,5030000000.0,3.38,3,2012-05-17,121121,Large,7.18
Growth,USD,78040000.0,0.0,,2010-09-23,149408,Large,10.63
Blend,USD,298190000.0,3.05,4,2003-12-30,156959,Large,3.04
Blend,USD,1340000000.0,3.21,3,1994-09-29,150587,Medium,3.55
Growth,USD,314980000.0,0.45,3,2009-03-30,51506,Large,16.41
Blend,USD,833100000.0,1.78,3,2009-11-12,168020,Large,8.21
Blend,USD,43260000.0,0.0,1,2007-05-31,223379,Large,12.16
Growth,USD,13160000000.0,4.17,5,2007-09-27,140552,Medium,6.76
Blend,USD,590490000.0,2.32,,2011-08-31,125657,Large,4.38
Growth,USD,1100000000.0,0.0,3,2003-04-29,219401,Large,23.16
Growth,USD,191870000.0,0.0,,2003-01-26,39275,Medium,18.99
Blend,USD,5080000.0,0.44,4,2015-11-29,253007,Large,10.52
Blend,USD,350020000.0,2.37,3,2005-04-28,123767,Large,5.86
Blend,USD,19670000000.0,0.6,3,2007-01-31,204137,Large,7.62
Value,USD,900650000.0,2.46,4,1988-12-22,249506,Small,1.53
