10years_category_r_squared,10yrs_sharpe_ratio_fund,10_years_alpha_fund,10years_fund_r_squared,10years_fund_std,10yrs_sharpe_ratio_category,10_years_beta_fund,10yrs_treynor_ratio_fund,fund_id,10_years_return_mean_annual_category,10yrs_treynor_ratio_category,10_years_return_fund,10_years_alpha_category,10_years_beta_category,10years_category_std,10_years_return_mean_annual_fund,10_years_return_category
0.84,0.84,3.96,89.61,14.08,0.01,0.85,13.53,35ae129d-22ec-4b13-8168-c49e3a2c933a,0.01,0.14,11.9,0.04,0.01,0.14,1.02,11.79
0.88,1.05,-0.42,80.23,16.17,0.01,1.14,14.8,a3322d0d-c6fd-4952-9369-2c8097652ee0,0.01,0.15,17.33,-0.01,0.01,0.14,1.45,15.94
0.03,,,,,0.01,,,0c573a67-7860-4075-ae5f-b854ec7fb9eb,0.01,0.23,0.0,0.08,0.0,0.07,,9.49
0.46,0.98,7.66,44.62,18.75,0.01,0.9,20.11,d5330d24-f5b8-4a4e-bc0d-07c4c0d0cbba,0.01,0.19,18.55,0.07,0.01,0.18,1.57,17.24
0.73,0.78,-4.44,75.92,16.97,0.01,1.17,10.8,6a282022-073e-4fd2-8314-d5a9ea87719b,0.01,0.11,13.04,-0.04,0.01,0.18,1.15,14.12
0.93,,,,,0.01,,,7448a666-61b5-4670-9ce3-f1e4d82bea99,0.01,0.08,0.0,-0.01,0.01,0.16,,8.08
0.0,,,,,0.01,,,af87cf97-68e0-42a5-bca9-2a9a8b3a3c23,0.01,4.68,0.0,0.06,0.0,0.05,,6.69
0.88,,,,,0.01,,,11f66bd9-54f6-49cb-ac0d-47c3526ea909,0.01,0.15,0.0,-0.01,0.01,0.14,,15.94
0.88,1.05,-0.9,86.66,13.7,0.01,1.0,14.31,1f5b6626-760c-4d39-9af8-96d8376889ce,0.01,0.15,14.82,-0.01,0.01,0.14,1.24,15.94
0.94,1.09,0.01,96.46,8.89,0.01,1.08,9.1,d8d1f661-4c51-4dd7-9a19-9ec70d5f2402,0.01,0.09,10.23,-0.0,0.01,0.08,0.85,9.23
0.82,0.99,-1.88,86.38,15.05,0.01,1.1,13.37,e6fd3677-0664-4420-bfc2-922c70601b47,0.01,0.14,15.18,-0.02,0.01,0.16,1.28,15.7
0.39,1.37,0.99,31.6,1.35,0.01,0.27,7,ef4774b7-441c-4e38-ae41-b3cc0f066200,0.0,0.04,2.34,0.01,0.0,0.02,0.19,2.7
0.94,1.15,-0.65,99.99,12.69,0.01,1.0,14.73,cb480b5e-42cb-4160-acde-0c68c6f8e9fa,0.01,0.14,15.18,-0.01,0.01,0.13,1.25,14.54
0.81,0.86,-1.07,73.1,11.45,0.01,1.2,7.98,0043dd54-133c-4f14-b4ff-26e5467140b2,0.01,-0.14,10.06,0.01,0.0,0.05,0.86,6.24
0.76,,,,,0.01,,,7d6e8407-19e8-4bf6-abd7-40c5276831a0,0.01,0.12,0.0,-0.03,0.01,0.17,,14.67
0.88,1.16,1.33,80.32,14.7,0.01,1.04,16.72,97c24042-155c-482b-8e4c-e7f1f677e43c,0.01,0.15,17.79,-0.01,0.01,0.14,1.46,15.94
0.82,0.48,-1.22,84.22,19.38,0.01,1.13,6.83,9800113e-c199-4e73-b1bf-1b7b745e4d40,0.01,0.08,8.16,-0.0,0.01,0.19,0.81,8.92
0.75,,,,,0.01,,,bccc6f52-b929-4220-86b3-b90a9562c169,0.01,0.05,0.0,0.01,0.01,0.06,,7.43
0.94,0.45,-1.99,94.68,15.75,0.01,0.97,6.17,29dd71d9-2598-46a0-b06c-66a4c5bcce99,0.01,0.08,6.45,-0.0,0.01,0.16,0.63,8.43
0.88,1.14,0.41,85.32,14.4,0.01,1.05,15.76,2ade42aa-8caa-4067-9737-5c645fa3c7c1,0.01,0.15,16.96,-0.01,0.01,0.14,1.4,15.94
0.49,,,,,0.01,,,3dd42cfb-f2b2-4bc3-b36c-0bc8732c3e55,0.01,0.21,0.0,0.06,0.01,0.13,,14.3
0.75,1.58,2.64,53.33,3.55,0.01,0.91,6.3,551a1ccb-2044-4f50-a1f4-58d0cc2e03c7,0.0,0.05,6.2,0.01,0.01,0.03,0.51,4.56
0.21,,,,,0.01,,,7199d8ae-9c55-48da-b8a1-bde2340d993b,0.01,-0.02,0.0,0.04,0.01,0.05,,6.69
0.93,1.0,-0.93,95.73,11.11,0.01,1.34,8.32,c1b25369-9001-4d61-872b-4e3696f352a7,0.01,0.08,11.57,-0.01,0.01,0.11,0.97,11.09
0.82,1.1,-0.22,86.87,13.27,0.01,0.97,15.07,20f1c883-5ba8-4bbc-950e-2d368435e596,0.01,0.14,15.14,-0.02,0.01,0.16,1.25,15.7
0.82,0.91,-3.13,83.14,17.09,0.01,1.23,12.3,9dc4dbba-9066-4997-857f-1e90acc40da1,0.01,0.14,15.55,-0.02,0.01,0.16,1.33,15.7
0.76,,,,,0.01,,,45136eea-2165-4909-bd74-1d458f2e63c0,0.01,0.12,0.0,-0.03,0.01,0.17,,14.67
0.94,0.99,-1.86,91.18,12.03,0.01,0.9,13.08,83be19bb-6ce1-4880-8796-d3be02ad9fe4,0.01,0.14,12.29,-0.01,0.01,0.13,1.03,14.54
0.92,1.11,3.02,40.76,7.74,0.01,1.32,6.58,6cfac068-7420-4071-a94b-6bf02b391e53,0.0,0.04,9.16,-0.0,0.01,0.05,0.76,5.05
0.88,,,,,0.01,,,a937472f-750d-43f1-b0ec-10ee3a94ac4c,0.01,0.15,0.0,-0.01,0.01,0.14,,15.94
0.94,1.06,-0.72,83.8,17.15,0.01,1.24,14.63,e01f9e45-3d2e-479d-bbbc-3fc7cf22ae42,0.01,0.14,18.55,-0.01,0.01,0.13,1.55,14.54
0.03,,,,,0.01,,,25495dfc-b424-424c-807f-7e37f6b68c0d,0.01,0.23,0.0,0.08,0.0,0.07,,9.49
0.21,,,,,0.01,,,61ab11bb-d491-44b5-9155-738730bbe5fc,0.01,-0.02,0.0,0.04,0.01,0.05,,6.69
0.9,0.84,-4.55,85.15,17.27,0.01,1.26,11.13,d0100835-f3d3-4cf8-9855-00da24b3557a,0.01,0.14,14.43,-0.02,0.01,0.13,1.25,13.68
0.92,0.87,-0.94,92.81,4.21,0.01,1.09,3.37,3ebee137-2310-47b3-9b56-ca59715ac466,0.0,0.04,4.11,-0.01,0.01,0.04,0.34,4.22
0.76,,,,,0.01,,,ada8241f-c180-4297-9e3b-481b630b6c59,0.01,0.12,0.0,-0.03,0.01,0.17,,14.67
0.0,,,,,0.0,,,ff755ff2-610a-434a-acbd-19a3cafd58ca,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
0.73,0.72,-5.9,68.46,21.67,0.01,1.41,10.02,f11bb12d-0023-4c84-bb65-85039bb810d7,0.01,0.13,14.6,-0.02,0.01,0.18,1.34,16.24
0.03,1.47,8.21,4.37,6.68,0.01,0.49,20.56,5a1103c4-fc29-44ca-93f4-96b216f8c679,0.01,0.23,10.53,0.08,0.0,0.07,0.86,9.49
0.68,1.22,8.23,71.41,16.67,0.01,1.01,20.45,ad62590f-2e52-42f9-b64b-0b1dd5d13dfc,0.02,0.18,21.14,0.06,0.01,0.18,1.73,18.72
0.0,-0.23,-16.18,6.3,15.58,0.0,49.21,-0.1,8ea494d0-51ce-41e2-9b2e-2e61ee2ec954,0.0,0.0,-4.24,0.0,0.0,0.0,-0.26,0.0
0.13,1.93,1.54,11.56,1.0,0.01,0.12,16.37,e189d24d-c891-4368-b26c-5794fd5de3bf,0.0,0.21,2.4,0.01,0.0,0.01,0.2,1.6
0.78,0.54,0.1,83.59,16.52,0.01,0.96,8.3,df353189-22b3-44db-80e8-7949335d516c,0.01,0.12,8.41,0.03,0.01,0.18,0.79,11.63
0.88,1.18,0.71,89.27,14.81,0.01,1.1,16.12,2a20d749-e579-494b-b957-1453d3a7f3b1,0.01,0.15,18.21,-0.01,0.01,0.14,1.49,15.94
0.71,1.25,2.18,70.01,7.73,0.01,2.27,4.33,22db602a-9880-4e17-992d-77415f6b9aa6,0.01,0.04,10.27,0.01,0.02,0.07,0.84,7.83
0.9,0.92,-3.45,95.38,13.56,0.01,1.04,11.69,41a1d8cd-3a1b-4a67-aad2-0c6fdce8b00d,0.01,0.14,12.65,-0.02,0.01,0.13,1.07,13.68
0.92,1.05,-0.48,97.82,9.67,0.01,1.18,8.65,b41488ec-46b3-40d2-bb85-9455e1933004,0.01,0.09,10.63,-0.0,0.01,0.09,0.88,9.98
0.0,,,,,0.01,,,7917c0e3-9ef4-40df-a39f-a9565e4f22ea,0.01,4.68,0.0,0.06,0.0,0.05,,6.69
0.54,,,,,0.01,,,82284591-2488-46c1-911b-8798b78b7a9c,0.01,0.11,0.0,-0.02,0.01,0.1,,7.08
0.94,,,,,0.01,,,2a131f38-dd40-4ec9-9ed0-53c079c9fd83,0.01,0.09,0.0,-0.0,0.01,0.08,,9.23
0.82,,,,,0.01,,,2f69f985-6611-4d42-a635-5f101d6bf9a7,0.01,0.08,0.0,-0.0,0.01,0.19,,8.92
0.7,,,,,0.01,,,f9780f2a-231e-431b-ba3c-978269f2aab5,0.01,0.15,0.0,0.02,0.01,0.13,,11.79
0.92,0.78,-1.45,97.11,4.25,0.01,1.12,2.92,ab0b12d3-81ea-4ccc-b161-2a30934fea13,0.0,0.04,3.73,-0.0,0.01,0.05,0.31,5.05
0.54,,,,,-0.0,,,c710e518-1a3f-48df-8692-09c28624b136,-0.0,-0.05,0.0,-0.04,0.01,0.09,,-2.76
0.95,1.09,0.14,87.09,4.84,0.01,1.21,4.38,0071d201-9bde-4c98-9113-9003e5e2dac2,0.0,0.04,5.75,-0.01,0.01,0.04,0.48,3.77
0.92,1.3,1.94,89.58,7.82,0.01,0.91,11.38,24d1f83f-fe8a-405b-a33e-313d1ee97286,0.01,0.09,10.83,-0.0,0.01,0.09,0.89,9.98
0.73,0.62,-7.98,57.53,27.31,0.01,1.63,8.78,0921ac28-74a9-4261-b8b2-ae83d24bfba3,0.01,0.11,14.78,-0.04,0.01,0.18,1.44,14.12
0.82,0.5,-0.85,85.63,19.19,0.01,1.13,7.2,4772cd97-b556-414b-b247-fcbf20cd0f62,0.01,0.08,8.56,-0.0,0.01,0.19,0.84,8.92
0.82,0.52,-0.44,86.43,19.22,0.01,1.13,7.63,d72e3713-6cb7-4577-adaf-e517d50823c2,0.01,0.08,9.1,-0.0,0.01,0.19,0.88,8.92
0.75,,,,,0.01,,,9c14305c-e31c-4bcc-90d2-8fb5baa72c87,0.0,0.05,0.0,0.01,0.01,0.03,,4.56
0.06,1.38,9.57,5.64,8.66,0.01,0.72,17.02,60361a42-4e52-4da8-a0ac-7920739876cb,0.01,0.16,12.74,0.1,0.01,0.1,1.03,13.08
0.94,1.14,-0.7,98.83,12.78,0.01,1.0,14.66,be3fdca1-0211-4382-8f2e-b77b1d6d09c2,0.01,0.14,15.13,-0.01,0.01,0.13,1.25,14.54
0.64,1.22,0.33,70.05,1.2,0.01,0.27,5.5,dc2f93fd-bbe8-4d4e-8fbe-bf05661eeaf7,0.0,0.04,1.93,-0.0,0.0,0.01,0.16,1.72
0.73,,,,,0.01,,,06d95bda-8108-46cc-aab3-4668da717ae2,0.01,0.11,0.0,-0.04,0.01,0.18,,14.12
0.84,,,,,0.01,,,584f6082-89ef-40ff-a7da-71dcf0e2755e,0.01,0.14,0.0,0.04,0.01,0.14,,11.79
0.88,0.89,-1.98,69.92,17.8,0.01,1.17,13.06,befa9d73-9ed2-4619-a7be-7702ac2ae7be,0.01,0.15,15.74,-0.01,0.01,0.14,1.36,15.94
0.9,0.98,-2.27,91.4,13.67,0.01,1.03,12.88,f26b85ec-91e5-488b-9039-06ae401bb99a,0.01,0.14,13.71,-0.02,0.01,0.13,1.15,13.68
0.75,,,,,0.01,,,840395af-cecd-4af4-b653-b5fdcfb39e5c,0.0,0.05,0.0,0.01,0.01,0.03,,4.56
0.63,,,,,0.01,,,a0b9e515-b745-4dad-8f60-d17365b6983b,0.0,0.06,0.0,-0.01,0.01,0.07,,4.77
0.76,0.94,-2.42,81.62,16.62,0.01,1.18,12.88,317c2774-ebb2-42a7-a68f-c83e000f5593,0.01,0.12,15.7,-0.03,0.01,0.17,1.34,14.67
0.91,0.73,2.57,94.16,16.19,0.01,1.0,11.14,53446151-6d89-4d98-aafc-d5c371d7059b,0.01,0.1,11.56,0.02,0.01,0.15,1.02,9.97
0.94,1.17,-0.4,99.99,12.7,0.01,1.0,15.01,0e37a2a4-b472-466d-856b-d2cae540fd68,0.01,0.14,15.47,-0.01,0.01,0.13,1.27,14.54
0.28,0.64,-0.16,33.92,4.55,0.01,0.93,3.06,04b6d2f3-6e17-4327-a653-fb4b8461f33f,0.0,0.11,3.3,0.01,0.01,0.06,0.28,3.95
0.73,0.79,-4.08,75.18,16.31,0.01,1.12,10.99,0803a210-8b41-42ed-9ed4-fa4e26319945,0.01,0.11,12.7,-0.04,0.01,0.18,1.11,14.12
0.94,1.18,0.03,97.26,11.0,0.01,0.86,15.47,b29de142-4914-4743-9a4e-e86ef67eba7b,0.01,0.14,13.69,-0.01,0.01,0.13,1.13,14.54
0.76,1.05,-0.53,82.31,14.79,0.01,1.06,14.69,453d8ddf-d532-441c-8a62-0797dc865e66,0.01,0.12,15.99,-0.03,0.01,0.17,1.33,14.67
0.94,,,,,0.01,,,0e5e4381-19f4-408f-80d5-874a04223131,0.01,0.08,0.0,-0.0,0.01,0.16,,8.43
0.54,,,,,0.01,,,249814da-2e1b-4277-9d4e-538612cf8ff5,0.01,0.11,0.0,-0.02,0.01,0.1,,7.08
0.58,1.1,0.69,68.55,4.63,0.01,1.35,3.83,2ffedecd-4ebb-4bff-ae70-df6b52640627,0.01,0.05,5.62,0.02,0.01,0.04,0.47,6.44
0.88,,,,,0.01,,,291244bc-0f45-4013-bcb8-dfd8bf5fc18b,0.01,0.12,0.0,0.03,0.01,0.16,,11.52
0.53,,,,,0.01,,,18fb3273-0e84-48a2-86f5-45590c9bda7b,0.0,0.02,0.0,-0.01,0.01,0.04,,3.01
0.71,,,,,0.01,,,6b08cf08-be0b-49c4-a93a-800436d7978c,0.0,0.1,0.0,-0.02,0.0,0.06,,5.01
0.94,,,,,0.01,,,7cbe63e8-ecbe-421e-ab6e-eb49224e9d2f,0.01,0.14,0.0,-0.01,0.01,0.13,,14.54
0.91,1.14,0.6,91.27,7.36,0.01,0.87,9.83,0de6099c-bf36-402e-8374-676ae40cf115,0.01,0.1,8.96,0.0,0.01,0.07,0.74,7.87
0.94,,,,,0.01,,,1e5b6c5c-346a-4a38-9978-5e8e0f601501,0.01,0.08,0.0,-0.0,0.01,0.16,,8.43
0.76,1.05,0.44,73.15,16.08,0.01,1.08,15.6,9374299a-630d-459b-8dd7-13a686eb3af3,0.01,0.12,17.35,-0.03,0.01,0.17,1.45,14.67
0.92,1.35,2.11,94.75,7.8,0.01,0.93,11.56,2972352d-1f04-4ff4-bd3a-6ed623591620,0.01,0.09,11.24,-0.0,0.01,0.09,0.92,9.98
0.82,1.33,4.15,78.83,15.79,0.01,1.1,19.65,65e10100-5bb3-4907-a15a-b4a87b82a20b,0.01,0.14,22.14,-0.02,0.01,0.16,1.78,15.7
0.67,0.96,2.77,81.87,14.71,0.01,0.96,14.57,410b0ab0-c9a4-4ac4-9c07-bc6074ebcb9e,0.01,0.13,14.4,0.01,0.01,0.18,1.22,13.3
0.76,0.95,-1.63,75.96,17.23,0.01,1.18,13.56,277149a3-0f7f-4400-ad06-2e492005c67c,0.01,0.12,16.5,-0.03,0.01,0.17,1.4,14.67
0.95,0.91,-0.71,86.8,4.81,0.01,1.2,3.64,09b4f8a9-82b0-494f-a0d5-7c75be744758,0.0,0.04,4.82,-0.01,0.01,0.04,0.4,3.77
0.0,,,,,0.01,,,4d7bb364-e92c-4e22-8435-b5a38306a99a,0.01,4.68,0.0,0.06,0.0,0.05,,6.69
0.0,,,,,0.01,,,5d9539c2-4655-42df-9f34-42ca857849f5,0.01,4.68,0.0,0.06,0.0,0.05,,6.69
0.88,1.11,-0.56,92.01,14.04,0.01,1.06,14.8,37a3785b-51cc-47c8-848a-24937af84e43,0.01,0.15,16.15,-0.01,0.01,0.14,1.34,15.94
0.87,1.32,1.35,88.06,4.75,0.01,0.55,11.66,a29a3a44-f44f-4d2a-97aa-7d0ca69963b4,0.01,0.1,6.86,0.01,0.01,0.05,0.56,6.62
0.84,,,,,0.01,,,5a7f4b56-29f3-467b-8c05-a76dce2801af,0.01,0.14,0.0,0.04,0.01,0.14,,11.79
0.63,,,,,0.01,,,c2f15109-538f-4bc0-a767-5bc438e9c885,0.0,0.06,0.0,-0.01,0.01,0.07,,4.77
0.95,0.95,-0.51,96.43,3.18,0.01,0.84,3.64,255fcfec-35d7-48c0-9464-6af7666e980f,0.0,0.04,3.5,-0.01,0.01,0.04,0.29,3.77
0.88,0.96,-2.4,87.07,15.1,0.01,1.11,12.86,a41df7c5-78a3-48c1-988a-090db97e94cc,0.01,0.15,14.71,-0.01,0.01,0.14,1.24,15.94
0.0,,,,,0.0,,,0ed09529-f0c7-4451-8257-0b903916a7ae,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
0.89,,,,,0.01,,,0ee5adb8-193e-4fdf-be53-10a598eec0ca,0.01,0.07,0.0,-0.02,0.01,0.1,,8.38
0.93,,,,,0.01,,,258bd656-3f8f-4e4b-a10a-f07dec8d7f3e,0.0,0.04,0.0,-0.0,0.01,0.04,,4.08
0.97,,,,,0.01,,,006ae51e-eb28-42c7-a08a-97cce928cee5,0.01,0.08,0.0,-0.02,0.02,0.13,,12.71
0.39,0.88,0.19,39.2,1.19,0.01,0.27,4.01,65cd6153-af8a-4dd0-84cf-c3871c42c709,0.0,0.04,1.51,0.01,0.0,0.02,0.13,2.7
0.91,,,,,0.01,,,0218801e-b9ac-4a37-a91e-fb19d68c274d,0.01,0.1,0.0,0.02,0.01,0.15,,9.97
0.82,0.97,-2.1,86.42,15.03,0.01,1.1,13.14,5ef3150e-8a66-4d13-9ce3-9b25e7ca0ac8,0.01,0.14,14.92,-0.02,0.01,0.16,1.26,15.7
0.91,0.92,-1.39,88.21,11.68,0.01,1.35,7.9,345449a6-14fe-4455-a81b-47194ca67b5a,0.01,0.08,11.12,-0.02,0.02,0.13,0.94,12.56
0.73,,,,,0.01,,,ebd31ca8-8806-4b09-9e22-45b29b84fbf1,0.01,0.09,0.0,-0.01,0.01,0.09,,7.75
0.9,1.09,-0.78,93.36,11.74,0.01,0.89,14.42,642ff1e0-b896-4974-846b-580b03012867,0.01,0.14,13.34,-0.02,0.01,0.13,1.11,13.68
0.93,0.54,-0.65,95.58,15.98,0.01,0.99,7.64,fe6dd177-20a0-489e-b0c9-ad68f5f128ea,0.01,0.08,8.03,-0.01,0.01,0.16,0.75,8.08
0.85,,,,,0.01,,,67604fe5-89d8-4d7d-aa17-b8ac29e1415a,0.01,0.13,0.0,-0.03,0.01,0.15,,14.51
0.81,0.98,-0.45,93.8,4.58,0.01,0.55,8.23,b674b749-bed7-4ead-be16-aa207be1cbd7,0.01,-0.14,4.94,0.01,0.0,0.05,0.41,6.24
0.82,0.43,-2.19,85.7,19.15,0.01,1.12,5.93,54785be2-751f-41cb-a3fa-4980b2e8d97f,0.01,0.08,7.12,-0.0,0.01,0.19,0.73,8.92
0.91,0.71,2.22,93.05,15.16,0.01,0.93,10.97,56aa7e42-625b-41bd-aa76-1a9d10492ce8,0.01,0.1,10.64,0.02,0.01,0.15,0.94,9.97
0.85,0.8,-3.98,75.78,16.32,0.01,1.12,11.11,d10b5eea-6bb4-42b6-8193-002f9295b76e,0.01,0.13,12.88,-0.03,0.01,0.15,1.12,14.51
0.92,0.91,-1.91,96.46,10.5,0.01,1.27,7.43,727c63d5-a3a0-4f18-b343-e1fbd15309bd,0.01,0.09,9.88,-0.0,0.01,0.09,0.83,9.98
0.84,1.04,6.5,84.26,12.95,0.01,0.76,17.9,abe26e8f-f3cb-4bc9-b130-e5a8eb593c96,0.01,0.14,13.96,0.04,0.01,0.14,1.16,11.79
0.9,0.8,-5.45,93.74,15.33,0.01,1.17,10.1,ec782339-8a34-4ac7-9d10-882d84a51808,0.01,0.14,12.27,-0.02,0.01,0.13,1.07,13.68
0.0,,,,,0.0,,,213d66b6-86c1-47bf-94ce-1dc276db438f,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
0.91,0.98,-0.53,98.04,3.78,0.01,1.0,3.72,f07ac558-44d3-4f9a-99c7-8a813fbd7580,0.0,0.04,4.19,-0.0,0.01,0.05,0.35,4.96
0.29,1.08,6.1,35.72,10.73,0.01,0.46,25.23,6a939545-cc9e-4bbe-873f-4c25cf105249,0.01,0.3,12.07,0.07,0.0,0.11,1.0,12.25
0.94,,,,,0.01,,,986267ad-8e2f-409f-8969-bd6ad2c6f200,0.01,0.09,0.0,-0.0,0.01,0.08,,9.23
0.97,,,,,0.01,,,f27889cc-3591-4dc1-88eb-2bf80d30b8a0,0.01,0.08,0.0,-0.02,0.02,0.12,,12.09
0.93,,,,,0.01,,,88bdedf7-10ea-4299-92c6-07613026746c,0.0,0.04,0.0,-0.01,0.01,0.03,,3.53
0.89,0.88,-1.87,94.58,9.14,0.01,1.09,7.23,62c3a029-11cf-4929-b080-721d6794368a,0.01,0.07,8.35,-0.02,0.01,0.1,0.71,8.38
0.76,0.9,-2.83,81.98,15.61,0.01,1.12,12.35,47b38e35-c62c-4fbd-88ae-053c1ae0ed5c,0.01,0.12,14.21,-0.03,0.01,0.17,1.21,14.67
0.93,0.5,-1.36,96.98,16.12,0.01,1.01,6.9,780b9152-953d-43b6-bbe2-f4440a46b305,0.01,0.08,7.4,-0.01,0.01,0.16,0.7,8.08
0.88,1.18,1.55,80.29,14.7,0.01,1.04,16.97,146db4c0-2426-4844-b4a9-a101b6cc522f,0.01,0.15,18.06,-0.01,0.01,0.14,1.48,15.94
0.21,,,,,0.01,,,a680b0a6-9615-4fbb-8c7c-fc6971fe8648,0.01,-0.02,0.0,0.04,0.01,0.05,,6.69
0.9,0.91,-3.3,94.88,12.67,0.01,0.97,11.61,26cec66d-0d17-4675-8b72-f32da98f17d1,0.01,0.14,11.73,-0.02,0.01,0.13,1.0,13.68
0.75,0.7,-0.13,40.89,3.73,0.01,0.84,3.11,11009271-3f77-483b-9b2b-0facc2bdaab2,0.0,0.05,3.06,0.01,0.01,0.03,0.26,4.56
0.93,1.0,-0.97,96.18,11.13,0.01,1.34,8.29,e339bf55-84df-4fed-b8b1-860e4723f90b,0.01,0.08,11.58,-0.01,0.01,0.11,0.97,11.09
0.93,0.92,-0.72,94.86,3.92,0.01,1.02,3.54,1e62cad8-a3fe-4e01-8fb3-025d42376f89,0.0,0.04,4.07,-0.01,0.01,0.03,0.34,3.53
0.9,,,,,0.01,,,f6e9b31d-8e9e-4d37-aebc-5b0e00fa9260,0.01,0.14,0.0,-0.02,0.01,0.13,,13.68
0.85,0.77,-5.54,88.86,15.35,0.01,1.14,9.84,bdf3ec22-fd25-4c6a-b089-8fede5a02cd7,0.01,0.13,11.67,-0.03,0.01,0.15,1.02,14.51
0.21,1.2,3.45,21.22,5.12,0.01,0.83,7.53,b26d9384-dfea-4028-9a08-eed87379636b,0.01,-0.02,6.7,0.04,0.01,0.05,0.55,6.69
0.75,1.54,1.58,82.73,3.21,0.01,1.03,4.91,34c4236a-b963-4266-8485-25bf6bb6aa81,0.0,0.05,5.51,0.01,0.01,0.03,0.45,4.56
0.7,0.98,3.36,65.11,11.53,0.01,0.67,16.79,03fe7c23-6ef8-4659-8ae8-366af70b0664,0.01,0.15,11.67,0.02,0.01,0.13,0.98,11.79
0.82,0.99,-1.78,85.04,15.98,0.01,1.16,13.53,d4ff397d-eebd-470e-9ba7-1dab39e2d8f2,0.01,0.14,16.16,-0.02,0.01,0.16,1.36,15.7
0.54,,,,,0.01,,,e6a72eca-9d24-4185-ad2e-5c7435ea059a,0.01,0.11,0.0,-0.02,0.01,0.1,,7.08
0.85,,,,,0.01,,,fc82c086-184f-4ff3-bc7b-3c1f7b9850bf,0.01,0.12,0.0,-0.03,0.01,0.16,,14.46
0.85,0.96,-2.46,88.56,14.29,0.01,1.06,12.71,eb13e2d5-cd1d-4c2c-a7d6-d36a84910e16,0.01,0.12,13.93,-0.03,0.01,0.16,1.18,14.46
0.91,1.21,1.48,80.5,7.65,0.01,1.84,5.12,c8739ebc-864b-4dbf-bdaf-57ccfeffdbbc,0.0,0.04,9.86,-0.0,0.01,0.05,0.81,5.69
0.75,,,,,0.01,,,ec92461c-897f-48a0-ba90-827579ccc65b,0.0,0.05,0.0,0.01,0.01,0.03,,4.56
0.21,,,,,0.01,,,00ea8833-096b-4c4c-bb6f-a168cc1eac04,0.01,-0.02,0.0,0.04,0.01,0.05,,6.69
0.81,,,,,0.01,,,cf2e3ff6-52c6-4175-9636-117082664e3a,0.0,0.03,0.0,-0.01,0.01,0.03,,2.53
0.06,,,,,0.01,,,abbed170-8ffa-40fc-9480-2b3c8b74e928,0.01,0.16,0.0,0.1,0.01,0.1,,13.08
0.68,0.98,4.51,73.9,18.17,0.01,1.12,15.64,4caeecd0-819e-4633-b261-5faeaea945aa,0.02,0.18,17.99,0.06,0.01,0.18,1.52,18.72
0.64,1.15,0.15,89.63,2.03,0.01,0.52,4.56,6daae40d-78ff-42df-93f3-7e0423e0fc60,0.0,0.04,2.8,-0.0,0.0,0.01,0.23,1.72
0.94,,,,,0.01,,,10c9c3b7-51d6-4641-a819-9e649ca4d1fe,0.01,0.08,0.0,-0.0,0.01,0.16,,8.43
0.91,1.22,0.8,97.44,6.36,0.01,0.77,10.2,8aa879d7-0a2f-40bc-9325-20661dc28ab5,0.01,0.1,8.34,0.0,0.01,0.07,0.69,7.87
0.93,1.18,0.29,93.61,3.69,0.01,0.96,4.58,82980f63-135e-4104-a3c9-a48e4deae21f,0.0,0.04,4.84,-0.01,0.01,0.03,0.4,3.53
0.82,1.25,1.93,85.2,13.17,0.01,0.96,17.63,1716892f-4dcd-4c82-8cb5-625cfd3b994c,0.01,0.14,17.33,-0.02,0.01,0.16,1.41,15.7
0.84,0.85,3.96,93.88,14.13,0.01,0.87,13.43,95ae0833-d7c7-4896-8212-9e71443d9227,0.01,0.14,12.12,0.04,0.01,0.14,1.04,11.79
0.97,,,,,0.01,,,f4ad70ab-0a3a-48ce-8636-58a241f332f5,0.01,0.08,0.0,-0.02,0.02,0.12,,12.09
0.75,,,,,0.01,,,d2411e9f-d06b-41fb-9737-21d20d30512f,0.01,0.05,0.0,0.01,0.01,0.06,,7.43
0.82,-0.2,-4.05,88.28,19.92,-0.0,1.16,-4.94,bfd3e71d-5dd7-4fc3-b070-0bb075e83099,-0.0,-0.05,-5.3,-0.02,0.01,0.15,-0.29,-3.06
0.94,0.39,-2.93,93.16,16.0,0.01,0.98,5.13,51a48a42-c8c7-4fab-a8e8-983f26985deb,0.01,0.08,5.48,-0.0,0.01,0.16,0.55,8.43
0.63,,,,,0.01,,,e75124df-fe0f-4b9c-b21d-423bf3cc0e55,0.0,0.06,0.0,-0.01,0.01,0.07,,4.77
0.94,0.62,0.69,95.19,15.32,0.01,0.95,9.17,0009d9da-6735-46c1-81cd-dbc62c53c2e2,0.01,0.08,9.15,-0.0,0.01,0.16,0.83,8.43
0.0,,,,,0.0,,,6328037a-d235-4b07-9380-392474d81e1a,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
0.88,0.9,-3.34,86.46,15.32,0.01,1.12,11.93,d8b21476-ac76-4d48-bbd5-d369c3ccefed,0.01,0.15,13.84,-0.01,0.01,0.14,1.18,15.94
0.94,1.19,2.48,54.02,6.68,0.01,0.6,13.29,de50ea0f-2043-40d2-88ba-da4b7a5c4d66,0.01,0.09,8.49,-0.0,0.01,0.08,0.7,9.23
