category_r_squared_5years,5yrs_sharpe_ratio_fund,5_years_alpha_fund,5years_fund_r_squared,5years_fund_std,5yrs_sharpe_ratio_category,5_years_beta_fund,5yrs_treynor_ratio_fund,5_years_return_mean_annual_fund,5_years_return_mean_annual_category,5yrs_treynor_ratio_category,5_years_return_fund,5_years_alpha_category,5_years_beta_category,5years_category_std,tag,5_years_return_category
0.84,0.52,0.34,33.44,2.64,0.01,0.53,2.56,0.18,0.0,0.02,2.16,0.0,0.01,0.03,193643,2.51
0.93,1.0,1.61,83.15,9.94,0.01,0.81,12.21,0.89,0.01,0.08,10.69,-0.02,0.01,0.12,148337,8.91
0.93,0.76,0.34,95.82,4.66,0.01,0.68,5.14,0.36,0.0,0.05,4.33,0.0,0.01,0.05,237077,4.16
0.84,1.3,1.39,87.46,2.08,0.01,0.68,4.04,0.29,0.0,0.02,3.55,0.0,0.01,0.03,147077,2.51
0.65,0.44,-5.07,67.7,16.15,0.0,1.19,5.03,0.66,0.01,0.04,6.77,-0.06,0.01,0.15,152351,5.62
0.88,0.6,-0.9,95.08,10.18,0.01,1.49,3.86,0.58,0.0,0.03,6.57,-0.01,0.01,0.09,82574,5.32
0.84,0.4,-1.79,83.21,7.52,0.0,1.03,2.74,0.32,0.0,0.02,3.63,-0.03,0.01,0.08,56681,3.01
0.86,0.9,1.03,81.85,13.82,0.01,1.12,10.94,1.1,0.01,0.1,13.01,-0.0,0.01,0.13,158300,11.26
0.93,0.64,-2.93,95.21,11.56,0.01,1.01,6.91,0.68,0.01,0.08,7.77,-0.02,0.01,0.12,74015,8.91
0.94,0.99,0.41,93.91,3.44,0.01,1.13,3.05,0.35,0.0,0.03,4.21,-0.0,0.01,0.03,144449,3.88
0.01,0.68,2.13,0.29,2.97,0.01,-0.06,-35.51,0.24,0.0,-0.1,2.81,0.02,-0.0,0.03,78092,2.84
0.78,0.56,4.51,81.34,11.87,0.0,0.89,6.97,0.62,0.01,0.06,7.01,0.04,0.01,0.11,128159,5.89
0.9,0.28,0.85,87.92,9.96,0.0,0.78,2.97,0.3,0.0,0.01,3.11,-0.0,0.01,0.12,128447,2.1
0.94,0.74,0.31,96.56,6.63,0.01,0.98,4.93,0.48,0.0,0.04,5.64,-0.0,0.01,0.06,229283,4.58
0.28,0.57,4.61,21.2,14.58,0.01,0.61,12.46,0.76,0.01,0.12,8.37,0.04,0.01,0.14,92366,8.29
0.8,,,,,0.0,,,,0.01,0.05,0.0,-0.04,0.01,0.13,43181,6.34
0.86,,,,,0.01,,,,0.01,0.1,0.0,-0.0,0.01,0.13,55151,11.26
0.84,0.72,0.14,96.68,2.83,0.01,0.97,2.08,0.24,0.0,0.02,2.83,0.0,0.01,0.03,204317,2.51
0.96,0.6,-0.92,95.92,10.0,0.01,1.47,3.85,0.57,0.01,0.04,6.48,-0.01,0.01,0.09,94670,5.95
0.78,,,,,0.0,,,,0.01,0.06,0.0,0.04,0.01,0.11,110060,5.89
0.94,0.48,-1.21,98.26,2.49,0.01,0.82,1.42,0.17,0.0,0.02,1.97,-0.01,0.01,0.03,59291,2.64
0.03,0.83,3.55,4.38,5.15,0.01,0.38,11.31,0.42,0.0,0.11,5.06,0.02,0.0,0.05,188936,3.45
0.86,0.51,-4.46,93.13,12.1,0.01,1.04,5.43,0.58,0.01,0.07,6.47,-0.03,0.01,0.11,106424,7.2
0.71,0.24,0.96,70.75,14.58,0.0,1.02,2.42,0.36,0.0,0.02,3.27,0.0,0.01,0.15,249614,2.61
0.78,0.19,0.0,87.22,11.02,0.0,0.86,1.77,0.24,0.01,0.06,2.32,0.04,0.01,0.11,106631,5.89
0.84,,,,,0.01,,,,0.0,0.02,0.0,0.0,0.01,0.03,196046,2.51
0.79,0.61,-2.31,79.04,11.33,0.0,0.9,7.2,0.64,0.01,0.05,7.3,-0.05,0.01,0.13,236690,5.87
0.86,0.99,2.02,84.94,13.18,0.01,1.08,12.02,1.16,0.01,0.1,13.85,-0.0,0.01,0.13,233387,11.26
0.86,0.6,-3.09,89.8,11.48,0.01,0.97,6.6,0.64,0.01,0.07,7.22,-0.03,0.01,0.11,215126,7.2
0.78,,,,,0.0,,,,0.01,0.06,0.0,0.04,0.01,0.11,246743,5.89
0.85,0.8,0.37,83.86,2.07,0.0,0.67,2.51,0.21,0.0,0.01,2.47,-0.0,0.01,0.02,243278,1.86
0.89,-0.27,-6.53,84.35,14.3,0.0,1.09,-4.38,-0.25,0.0,-0.0,-3.98,-0.02,0.01,0.12,220184,0.62
0.9,,,,,0.0,,,,0.0,0.01,0.0,-0.0,0.01,0.12,123650,2.1
0.7,0.56,0.45,42.67,3.87,0.01,0.88,2.42,0.25,0.0,0.03,2.94,0.01,0.01,0.04,140138,3.58
0.86,0.77,0.8,64.12,19.38,0.01,1.38,10.12,1.31,0.01,0.1,14.82,-0.0,0.01,0.13,216107,11.26
0.71,0.07,-0.93,73.9,8.92,0.0,0.64,0.38,0.12,0.0,0.02,1.05,0.0,0.01,0.15,62234,2.61
0.47,0.21,-0.39,17.31,4.47,0.0,0.28,3,0.14,0.0,0.02,1.65,-0.01,0.0,0.05,127502,1.36
0.85,0.57,-0.12,85.37,2.15,0.0,0.7,1.76,0.17,0.0,0.01,2.03,-0.0,0.01,0.02,193211,1.86
0.04,,,,,0.0,,,,0.0,-0.09,0.0,-0.0,-0.0,0.05,112247,0.22
0.6,0.52,-3.01,68.53,12.51,0.0,0.93,6.34,0.6,0.0,0.03,6.68,-0.07,0.01,0.16,127979,3.94
0.47,,,,,0.0,,,,0.0,0.02,0.0,-0.01,0.0,0.05,209123,1.36
0.64,0.58,1.89,72.5,16.36,0.01,1.26,6.82,0.86,0.01,0.12,9.39,0.08,0.01,0.16,252845,15.26
0.9,0.23,0.35,94.66,11.74,0.0,0.95,2.14,0.29,0.0,0.01,2.84,-0.0,0.01,0.12,99953,2.1
0.78,,,,,0.0,,,,0.01,0.06,0.0,0.04,0.01,0.11,234854,5.89
0.92,0.63,-0.86,93.44,2.76,0.01,0.89,1.94,0.21,0.0,0.03,2.53,-0.0,0.01,0.03,90287,3.16
0.68,0.39,-0.86,51.11,7.43,0.0,0.8,3.33,0.31,0.0,0.03,3.46,-0.02,0.01,0.08,202832,3.06
0.89,0.55,-1.27,92.53,10.13,0.01,1.46,3.59,0.53,0.01,0.03,6.06,-0.02,0.02,0.11,50840,5.99
0.86,0.78,-1.41,96.19,12.17,0.01,1.07,8.61,0.86,0.01,0.1,9.99,-0.0,0.01,0.13,236429,11.26
0.53,0.57,1.83,56.28,11.66,0.0,0.79,7.82,0.62,0.01,0.07,6.98,0.01,0.01,0.12,201167,6.08
0.47,-0.53,-4.36,54.87,4.22,0.0,0.47,-4.91,-0.12,0.0,0.02,-1.54,-0.01,0.0,0.05,36584,1.36
0.03,0.61,3.04,2.51,6.01,0.01,0.33,10.8,0.37,0.0,0.11,4.4,0.02,0.0,0.05,84779,3.45
0.12,0.28,0.76,1.02,3.52,0.01,0.12,7.62,0.15,0.0,-0.13,1.75,0.01,-0.0,0.03,149714,2.04
0.93,0.22,-1.39,73.47,3.64,0.01,0.47,1.6,0.13,0.0,0.05,1.55,0.0,0.01,0.05,250433,4.16
0.89,0.54,-1.04,94.97,7.22,0.01,1.06,3.55,0.39,0.0,0.04,4.56,-0.01,0.01,0.08,94319,5.12
0.32,-0.03,-2.21,21.17,6.43,0.0,1.03,-0.39,0.05,0.0,0.0,0.4,-0.01,0.01,0.05,40661,1.1
0.84,0.29,-2.85,82.91,8.14,0.0,1.11,1.87,0.26,0.0,0.02,2.89,-0.03,0.01,0.08,106838,3.01
0.4,-0.34,-17.16,36.3,25.76,-0.0,1.4,-8.1,-0.65,-0.01,-0.08,-10.56,-0.18,0.01,0.26,125207,-11.01
0.86,,,,,0.01,,,,0.01,0.07,0.0,-0.03,0.01,0.11,64295,7.2
0.14,2.07,0.61,22.57,0.4,0.01,0.06,12.61,0.13,0.0,0.05,1.53,0.0,0.0,0.01,226088,1.18
0.52,-0.12,-0.3,0.38,1.89,0.01,0.04,-6.14,0.05,0.0,0.03,0.56,0.0,0.0,0.01,140903,1.45
0.47,0.0,-1.34,25.62,3.73,0.0,0.28,-0.26,0.07,0.0,0.02,0.73,-0.01,0.0,0.05,130022,1.36
0.78,0.6,-2.8,72.93,15.62,0.01,1.19,7.15,0.85,0.01,0.07,9.32,-0.03,0.01,0.14,193292,8.99
0.71,,,,,0.0,,,,0.0,0.02,0.0,0.0,0.01,0.15,30023,2.61
0.83,0.15,-0.5,85.97,12.32,0.0,0.95,1.14,0.22,0.0,0.03,1.89,0.01,0.01,0.12,60245,3.86
0.93,0.6,-3.09,90.78,11.24,0.01,0.96,6.56,0.62,0.01,0.08,7.07,-0.02,0.01,0.12,118646,8.91
0.71,0.26,1.28,78.55,15.43,0.0,1.14,2.6,0.41,0.0,0.02,3.76,0.0,0.01,0.15,233639,2.61
0.93,0.72,-1.87,94.95,10.86,0.01,0.95,7.94,0.72,0.01,0.08,8.31,-0.02,0.01,0.12,190151,8.91
0.65,0.52,-3.69,71.21,14.58,0.0,1.1,6.13,0.7,0.01,0.04,7.54,-0.06,0.01,0.15,125414,5.62
0.65,0.53,-2.8,63.54,14.31,0.01,1.02,6.74,0.7,0.01,0.06,7.68,-0.03,0.01,0.17,201140,8.45
0.88,0.45,-2.24,96.13,9.38,0.01,1.38,2.83,0.42,0.0,0.03,4.71,-0.01,0.01,0.09,126710,5.32
0.86,,,,,0.01,,,,0.01,0.1,0.0,-0.0,0.01,0.13,83447,11.26
0.68,0.47,-1.58,95.18,7.31,0.0,1.07,3.04,0.35,0.0,0.03,4.06,-0.02,0.01,0.08,102473,3.06
0.78,0.58,4.75,72.26,11.79,0.0,0.83,7.59,0.63,0.01,0.06,7.13,0.04,0.01,0.11,95624,5.89
0.03,0.68,2.78,4.32,5.18,0.01,0.38,9.22,0.36,0.0,0.11,4.27,0.02,0.0,0.05,182042,3.45
0.55,,,,,0.0,,,,0.0,0.02,0.0,-0.03,0.01,0.09,245114,2.75
0.95,0.6,-0.91,96.82,9.5,0.01,1.4,3.85,0.54,0.01,0.04,6.21,-0.01,0.01,0.09,117584,6.18
0.88,0.74,1.34,79.13,11.82,0.01,1.58,5.34,0.8,0.0,0.03,9.22,-0.01,0.01,0.09,241847,5.32
0.73,0.42,2.4,86.2,10.34,0.0,0.8,4.91,0.43,0.0,0.04,4.72,0.02,0.01,0.13,71675,4.23
0.4,,,,,-0.0,,,,-0.01,-0.08,0.0,-0.18,0.01,0.26,235124,-11.01
0.64,0.23,1.06,52.31,12.44,0.0,0.75,2.89,0.31,0.0,0.05,2.98,0.03,0.01,0.13,77057,4.93
0.52,0.62,0.02,78.83,0.83,0.01,0.25,2.02,0.11,0.0,0.03,1.31,0.0,0.0,0.01,26738,1.45
0.66,0.67,-0.42,90.03,1.73,0.0,0.55,2.14,0.17,0.0,0.04,1.98,-0.01,0.0,0.01,40094,1.14
0.65,0.52,-2.09,51.64,15.46,0.0,0.99,7.2,0.74,0.01,0.04,7.94,-0.06,0.01,0.15,139130,5.62
0.88,0.65,-0.41,96.41,8.81,0.01,1.3,4.21,0.54,0.0,0.03,6.28,-0.01,0.01,0.09,154448,5.32
0.03,0.36,1.59,1.1,5.58,0.01,0.2,9.15,0.23,0.0,0.11,2.67,0.02,0.0,0.05,32579,3.45
0.55,0.74,-1.05,84.95,10.52,0.0,0.87,8.72,0.72,0.0,0.02,8.36,-0.03,0.01,0.09,241217,2.75
0.96,0.65,-0.41,95.74,10.18,0.01,1.5,4.22,0.62,0.01,0.04,7.12,-0.01,0.01,0.1,80144,6.35
0.81,1.17,0.86,90.1,3.36,0.01,1.06,3.76,0.4,0.0,0.04,4.81,0.01,0.01,0.04,159263,5.26
0.78,0.63,-2.5,74.71,15.62,0.01,1.2,7.48,0.88,0.01,0.07,9.81,-0.03,0.01,0.14,249956,8.99
0.6,-0.02,-13.06,31.09,24.77,0.0,1.23,-2.75,0.03,0.0,0.03,-2.59,-0.07,0.01,0.16,58076,3.94
0.52,,,,,0.01,,,,0.0,0.03,0.0,0.0,0.0,0.01,226871,1.45
0.65,0.56,-3.16,68.52,15.72,0.01,1.16,6.72,0.79,0.01,0.06,8.62,-0.03,0.01,0.17,192221,8.45
0.86,0.79,-0.72,85.85,13.86,0.01,1.15,9.24,0.98,0.01,0.1,11.39,-0.0,0.01,0.13,75284,11.26
0.78,0.42,2.47,82.71,10.77,0.0,0.82,4.9,0.44,0.01,0.06,4.8,0.04,0.01,0.11,102959,5.89
0.78,0.42,3.03,80.06,12.71,0.0,0.95,4.95,0.51,0.01,0.06,5.48,0.04,0.01,0.11,99080,5.89
0.52,1.35,0.91,29.83,0.94,0.01,0.18,7.14,0.17,0.0,0.03,2.07,0.0,0.0,0.01,227978,1.45
0.89,0.64,-0.26,96.46,5.25,0.01,0.78,4.27,0.35,0.0,0.04,4.12,-0.01,0.01,0.06,123560,3.69
0.84,-0.1,-2.16,69.6,3.24,0.01,0.95,-0.39,0.04,0.0,0.02,0.44,0.0,0.01,0.03,33281,2.51
0.52,0.05,-5.94,75.02,14.03,0.0,1.1,-0.23,0.13,0.01,0.06,0.55,0.01,0.01,0.16,187271,6.69
0.5,0.66,9.31,36.24,28.56,0.01,1.55,10.08,1.63,0.01,0.09,16.45,0.04,0.01,0.17,76427,10.02
0.81,1.19,0.89,91.06,3.28,0.01,1.05,3.81,0.4,0.0,0.04,4.79,0.01,0.01,0.04,181673,5.26
0.32,-0.1,-2.61,45.32,4.64,0.0,1.09,-0.55,0.03,0.0,0.0,0.21,-0.01,0.01,0.05,205118,1.1
0.71,0.3,1.73,76.88,14.63,0.0,1.07,3.16,0.43,0.0,0.02,4.18,0.0,0.01,0.15,218159,2.61
0.93,,,,,0.01,,,,0.01,0.08,0.0,-0.02,0.01,0.12,219563,8.91
0.96,0.62,-0.73,95.64,9.96,0.01,1.46,3.99,0.58,0.01,0.04,6.64,-0.01,0.01,0.1,135746,6.35
0.65,,,,,0.0,,,,0.01,0.04,0.0,-0.06,0.01,0.15,49589,5.62
0.86,0.45,-4.88,88.54,11.91,0.01,1.0,4.79,0.51,0.01,0.07,5.61,-0.03,0.01,0.11,191789,7.2
0.86,0.42,-5.45,89.51,12.4,0.01,1.05,4.42,0.51,0.01,0.07,5.44,-0.03,0.01,0.11,239795,7.2
0.03,0.66,2.86,1.84,5.07,0.01,0.24,13.62,0.34,0.0,0.11,4.08,0.02,0.0,0.05,188837,3.45
0.1,-0.18,-4.14,9.48,10.72,-0.0,1.15,-2.12,-0.09,-0.0,-0.01,-1.64,-0.03,0.01,0.1,111797,-0.68
0.84,0.75,0.22,92.65,2.42,0.01,0.82,2.22,0.22,0.0,0.02,2.62,0.0,0.01,0.03,241037,2.51
0.79,0.3,-7.07,85.81,12.87,0.0,1.07,2.88,0.39,0.01,0.05,3.87,-0.05,0.01,0.13,190439,5.87
0.83,0.6,6.34,71.19,14.71,0.0,1.03,7.87,0.81,0.0,0.03,8.94,0.01,0.01,0.12,239660,3.86
0.7,1.02,1.33,41.74,2.3,0.01,0.52,4.53,0.26,0.0,0.03,3.16,0.01,0.01,0.04,121247,3.58
0.81,1.39,1.55,90.69,3.26,0.01,1.04,4.48,0.45,0.0,0.04,5.44,0.01,0.01,0.04,34856,5.26
0.14,1.12,0.18,13.99,0.29,0.01,0.03,8.61,0.09,0.0,0.05,1.04,0.0,0.0,0.01,42821,1.18
0.94,,,,,0.01,,,,0.0,0.04,0.0,-0.0,0.01,0.06,229607,4.58
0.01,0.96,2.35,1.3,2.26,0.01,-0.09,-24.12,0.25,0.0,-0.1,2.99,0.02,-0.0,0.03,91754,2.84
0.93,0.84,0.05,84.21,10.21,0.01,0.84,10.11,0.78,0.01,0.08,9.26,-0.02,0.01,0.12,68876,8.91
0.78,0.17,-0.11,78.82,12.43,0.0,0.92,1.51,0.25,0.01,0.06,2.19,0.04,0.01,0.11,94787,5.89
0.88,0.44,-2.24,92.84,9.43,0.01,1.37,2.8,0.41,0.0,0.03,4.62,-0.01,0.01,0.09,148607,5.32
0.56,0.54,1.3,58.57,10.99,0.0,0.76,7.23,0.56,0.0,0.07,6.3,0.01,0.01,0.11,85670,5.35
0.78,0.75,-1.22,84.24,14.06,0.01,1.15,8.75,0.95,0.01,0.07,10.89,-0.03,0.01,0.14,109655,8.99
0.28,0.6,4.8,23.74,14.36,0.01,0.63,12.6,0.79,0.01,0.12,8.77,0.04,0.01,0.14,223226,8.29
0.89,0.66,-0.12,93.9,6.47,0.01,0.94,4.46,0.43,0.0,0.04,5.01,-0.01,0.01,0.06,116009,3.69
0.93,1.43,-1.32,100.0,9.48,0.01,1.0,13.99,1.15,0.01,0.08,14.27,-0.02,0.01,0.12,222884,8.91
0.79,0.52,-3.57,81.53,11.92,0.0,0.96,5.97,0.59,0.01,0.05,6.55,-0.05,0.01,0.13,133820,5.87
0.86,0.95,1.59,82.59,13.06,0.01,1.06,11.6,1.1,0.01,0.1,13.11,-0.0,0.01,0.13,33731,11.26
0.47,0.03,-2.09,63.5,3.9,0.0,0.47,0.06,0.08,0.0,0.02,0.83,-0.01,0.0,0.05,64124,1.36
0.89,0.46,-1.61,98.29,6.79,0.01,1.01,2.93,0.33,0.0,0.04,3.76,-0.01,0.01,0.08,35018,5.12
0.8,0.62,-2.66,85.79,11.59,0.0,0.96,7.02,0.66,0.01,0.05,7.54,-0.04,0.01,0.13,87731,6.34
0.83,,,,,0.0,,,,0.0,0.03,0.0,0.01,0.01,0.12,244115,3.86
0.97,0.66,-0.8,98.22,2.66,0.01,0.88,2,0.21,0.0,0.03,2.56,-0.0,0.01,0.03,77831,3.01
0.71,0.12,-0.87,76.29,15.26,0.0,1.11,0.65,0.22,0.0,0.02,1.52,0.0,0.01,0.15,239741,2.61
0.79,0.43,-5.25,83.36,13.14,0.0,1.07,4.67,0.54,0.01,0.05,5.81,-0.05,0.01,0.13,47555,5.87
0.1,-0.15,-4.33,10.82,11.67,-0.0,1.34,-1.77,-0.08,-0.0,-0.01,-1.57,-0.03,0.01,0.1,74375,-0.68
0.79,0.38,-5.56,80.26,12.77,0.0,1.02,4.1,0.48,0.01,0.05,5.01,-0.05,0.01,0.13,156149,5.87
0.89,-0.09,-3.57,87.6,12.62,0.0,0.98,-1.97,-0.03,0.0,-0.0,-1.13,-0.02,0.01,0.12,27098,0.62
0.94,0.5,-0.96,91.9,5.43,0.01,0.78,3.34,0.29,0.0,0.04,3.41,-0.0,0.01,0.06,31886,4.58
0.9,0.17,-0.32,94.58,12.13,0.0,0.98,1.4,0.24,0.0,0.01,2.18,-0.0,0.01,0.12,69416,2.1
0.76,0.79,0.54,92.4,4.67,0.01,0.67,5.46,0.38,0.0,0.04,4.48,-0.0,0.0,0.04,56096,2.81
0.86,0.5,-4.16,93.61,10.8,0.01,0.93,5.29,0.51,0.01,0.07,5.74,-0.03,0.01,0.11,62666,7.2
0.6,,,,,0.0,,,,0.0,0.03,0.0,-0.07,0.01,0.16,122678,3.94
0.86,0.8,-0.09,78.52,14.34,0.01,1.13,9.77,1.03,0.01,0.1,11.88,-0.0,0.01,0.13,219329,11.26
0.03,0.72,3.78,0.2,5.5,0.01,0.08,45.64,0.4,0.0,0.11,4.7,0.02,0.0,0.05,212012,3.45
0.64,0.77,4.77,73.37,16.12,0.01,1.25,9.4,1.1,0.01,0.12,12.53,0.08,0.01,0.16,118241,15.26
0.96,0.68,-0.72,97.9,2.65,0.01,0.87,2.08,0.22,0.0,0.02,2.61,-0.01,0.01,0.03,218060,3.03
0.95,0.72,0.16,98.31,7.95,0.01,1.18,4.71,0.54,0.0,0.04,6.39,-0.01,0.01,0.08,247121,5.56
0.89,0.36,-1.52,92.9,4.71,0.01,0.68,2.34,0.21,0.0,0.04,2.4,-0.01,0.01,0.06,50948,3.69
0.84,,,,,0.01,,,,0.0,0.02,0.0,0.0,0.01,0.03,199133,2.51
0.89,-0.06,-8.36,58.32,13.91,0.01,1.6,-1.15,-0.01,0.01,0.03,-1.03,-0.02,0.02,0.11,99656,5.99
0.15,0.69,3.33,1.34,5.44,0.0,0.22,16.84,0.38,0.0,0.05,4.51,0.01,0.01,0.07,32246,3.37
0.75,-1.37,-14.48,81.86,26.46,-0.01,-2.14,15.69,-2.96,-0.01,0.12,-32.75,-0.01,-0.02,0.22,241289,-17.0
0.89,0.56,-1.29,93.89,10.2,0.01,1.49,3.59,0.54,0.01,0.03,6.14,-0.02,0.02,0.11,115388,5.99
0.03,0.71,3.1,1.13,4.88,0.01,0.18,18.76,0.35,0.0,0.11,4.21,0.02,0.0,0.05,161441,3.45
0.94,0.59,-0.72,98.02,6.94,0.01,1.03,3.86,0.41,0.0,0.04,4.79,-0.0,0.01,0.06,131993,4.58
0.47,,,,,0.0,,,,0.0,0.02,0.0,-0.01,0.0,0.05,87047,1.36
0.85,0.48,-0.07,58.56,1.78,0.0,0.48,1.78,0.14,0.0,0.01,1.65,-0.0,0.01,0.02,100079,1.86
0.86,0.73,-1.04,77.0,14.46,0.01,1.13,8.83,0.94,0.01,0.1,10.8,-0.0,0.01,0.13,149210,11.26
0.95,0.47,-2.28,95.76,9.75,0.01,1.42,3.01,0.45,0.01,0.04,4.99,-0.01,0.01,0.09,185345,6.18
0.14,,,,,0.01,,,,0.0,0.05,0.0,0.0,0.0,0.01,38906,1.18
0.94,0.72,0.17,94.58,4.65,0.01,0.68,4.89,0.35,0.0,0.04,4.13,-0.0,0.01,0.06,153836,4.58
0.8,0.48,-4.17,75.41,13.12,0.0,1.02,5.45,0.59,0.01,0.05,6.35,-0.04,0.01,0.13,85634,6.34
0.55,0.82,0.52,69.82,9.34,0.0,0.7,10.76,0.7,0.0,0.02,8.31,-0.03,0.01,0.09,153143,2.75
0.78,0.49,-4.67,86.7,13.09,0.01,1.09,5.32,0.6,0.01,0.07,6.59,-0.03,0.01,0.14,169433,8.99
0.6,,,,,0.0,,,,0.0,0.03,0.0,-0.07,0.01,0.16,49427,3.94
0.68,,,,,0.0,,,,0.0,0.05,0.0,-0.02,0.0,0.07,217232,3.54
0.79,0.33,-7.3,83.3,14.4,0.0,1.18,3.21,0.46,0.01,0.05,4.58,-0.05,0.01,0.13,34640,5.87
0.89,0.0,-2.08,86.96,11.22,0.0,0.87,-0.66,0.07,0.0,-0.0,0.23,-0.02,0.01,0.12,85895,0.62
0.65,0.41,-5.0,62.32,16.26,0.0,1.15,4.88,0.63,0.01,0.04,6.4,-0.06,0.01,0.15,227060,5.62
0.96,,,,,0.01,,,,0.01,0.04,0.0,-0.01,0.01,0.1,107630,6.49
0.55,0.42,-1.8,45.33,9.22,0.0,0.56,6.36,0.39,0.0,0.02,4.33,-0.03,0.01,0.09,215999,2.75
0.96,,,,,0.01,,,,0.01,0.04,0.0,-0.01,0.01,0.1,190583,6.35
0.55,0.65,-1.41,90.15,6.5,0.0,0.55,7.47,0.42,0.0,0.02,4.92,-0.03,0.01,0.09,39851,2.75
0.79,0.48,-4.3,83.73,12.14,0.0,0.99,5.31,0.55,0.01,0.05,6.08,-0.05,0.01,0.13,58229,5.87
0.46,-0.39,-2.44,37.05,4.22,0.0,0.24,-7.05,-0.07,0.0,0.02,-0.93,-0.01,0.01,0.1,103391,1.65
0.65,0.58,-2.53,63.02,17.75,0.01,1.26,7.29,0.93,0.01,0.06,9.97,-0.03,0.01,0.17,38852,8.45
0.84,,,,,0.01,,,,0.0,0.02,0.0,0.0,0.01,0.03,126737,2.51
0.52,0.84,0.3,84.24,1.42,0.01,0.46,2.62,0.17,0.0,0.03,2.0,0.0,0.0,0.01,232271,1.45
0.83,0.39,2.33,74.64,11.06,0.0,0.8,4.72,0.42,0.0,0.03,4.56,0.01,0.01,0.12,137708,3.86
0.65,0.58,-2.06,62.86,14.18,0.0,1.0,7.47,0.75,0.01,0.04,8.31,-0.06,0.01,0.15,251243,5.62
0.88,0.52,-1.65,95.96,9.54,0.01,1.4,3.28,0.48,0.0,0.03,5.42,-0.01,0.01,0.09,115523,5.32
0.79,0.36,-5.92,75.57,13.66,0.0,1.06,3.88,0.48,0.01,0.05,4.93,-0.05,0.01,0.13,193454,5.87
0.86,0.71,-1.63,87.3,11.12,0.01,0.93,8.13,0.72,0.01,0.1,8.34,-0.0,0.01,0.13,171485,11.26
0.9,0.18,-0.16,90.11,11.81,0.0,0.93,1.56,0.24,0.0,0.01,2.26,-0.0,0.01,0.12,119141,2.1
0.73,0.79,7.32,68.07,11.7,0.0,0.8,11.23,0.84,0.0,0.04,9.83,0.02,0.01,0.13,179774,4.23
0.86,0.4,-5.53,92.97,11.61,0.01,1.0,4.13,0.46,0.01,0.07,4.94,-0.03,0.01,0.11,83969,7.2
0.93,,,,,0.01,,,,0.01,0.08,0.0,-0.02,0.01,0.12,46241,8.91
0.78,0.19,0.08,82.79,11.57,0.0,0.88,1.82,0.25,0.01,0.06,2.4,0.04,0.01,0.11,63350,5.89
0.71,0.37,2.24,76.73,11.48,0.0,0.84,4.46,0.42,0.0,0.02,4.53,0.0,0.01,0.15,93860,2.61
0.8,,,,,0.0,,,,0.01,0.05,0.0,-0.04,0.01,0.13,67805,6.34
0.52,0.76,0.22,77.91,1.38,0.01,0.42,2.49,0.15,0.0,0.03,1.85,0.0,0.0,0.01,86732,1.45
0.93,0.87,-0.27,95.39,11.0,0.01,0.96,9.78,0.86,0.01,0.08,10.2,-0.02,0.01,0.12,206549,8.91
0.86,0.67,-2.3,86.96,12.72,0.01,1.06,7.61,0.78,0.01,0.1,8.87,-0.0,0.01,0.13,213857,11.26
0.83,0.21,0.34,81.59,12.9,0.0,0.97,1.99,0.29,0.0,0.02,2.73,0.01,0.01,0.12,145412,2.88
0.65,0.44,-5.4,67.88,17.06,0.0,1.26,4.94,0.69,0.01,0.04,7.01,-0.06,0.01,0.15,135134,5.62
0.78,0.83,5.36,64.04,7.99,0.0,0.53,12.36,0.62,0.01,0.06,7.39,0.04,0.01,0.11,142622,5.89
0.01,0.64,1.9,0.9,2.7,0.01,-0.09,-19.06,0.21,0.0,-0.1,2.52,0.02,-0.0,0.03,44558,2.84
0.79,0.47,-1.22,77.21,8.4,0.01,1.11,3.35,0.4,0.01,0.04,4.51,-0.0,0.01,0.09,53414,5.89
0.94,0.51,-0.12,57.22,4.54,0.01,0.52,4.34,0.26,0.0,0.04,3.04,-0.0,0.01,0.06,245825,4.58
0.84,0.6,-0.2,97.31,2.71,0.01,0.94,1.72,0.2,0.0,0.02,2.42,0.0,0.01,0.03,228923,2.51
0.94,,,,,0.01,,,,0.0,0.02,0.0,-0.0,0.01,0.03,43064,2.99
0.93,0.52,-4.08,92.84,11.47,0.01,0.99,5.6,0.57,0.01,0.08,6.33,-0.02,0.01,0.12,104570,8.91
0.55,0.55,5.78,45.32,14.05,0.01,0.79,8.84,0.71,0.01,0.09,7.78,0.05,0.01,0.13,156599,7.27
0.65,0.56,-2.79,63.81,16.99,0.01,1.21,7.03,0.87,0.01,0.06,9.32,-0.03,0.01,0.17,144971,8.45
0.9,0.93,-0.04,95.03,2.76,0.01,0.9,2.88,0.28,0.0,0.03,3.39,0.0,0.01,0.03,222380,3.83
0.0,-0.22,-4.48,48.61,12.44,0.0,0.72,-4.79,-0.16,0.0,0.0,-2.65,0.0,0.0,0.0,34676,0.0
0.32,0.99,1.33,56.44,2.74,0.0,0.73,3.79,0.3,0.0,0.0,3.57,-0.01,0.01,0.05,181016,1.1
0.7,0.98,1.59,72.18,3.92,0.01,1.17,3.32,0.39,0.0,0.03,4.68,0.01,0.01,0.04,181952,3.58
0.85,-0.16,-2.2,91.84,2.72,0.0,0.91,-0.52,0.03,0.0,0.01,0.33,-0.0,0.01,0.02,118682,1.86
